episode,seed,instruction,success,steps,inference_calls,median_latency_ms,mean_latency_ms,initial_eef_x,initial_eef_y,initial_eef_z,final_eef_x,final_eef_y,final_eef_z,initial_cube_x,initial_cube_y,initial_cube_z,final_cube_x,final_cube_y,final_cube_z,cube_vertical_change,maximum_cube_height,maximum_cube_lift,minimum_eef_cube_distance,gripper_close_steps,gripper_open_steps
76,117,lift the red cube,0,400,100,537.7912539988756,536.2209007499405,-0.10703041250100859,-0.0018975970106338055,1.0019586865212062,0.1038984765436362,0.03905497039524292,0.8165269504747642,-0.01990160910150468,0.004678848834405613,0.8310738148679138,0.13543940136460333,0.020665458530058016,0.8098758386438345,-0.021197976224079262,0.8310738148679138,0.0,0.030178962779337456,393,7
77,118,lift the red cube,0,400,100,539.8195449997729,539.8346266301087,-0.09876391764820475,-0.0010913713796511849,1.0310545106423126,0.035334945539146095,-0.012288199294912,0.8104408298817853,0.020642465648029372,-0.022208103386739227,0.8313522651669645,0.08465343177345827,-0.0062192070926328545,0.8183456855257112,-0.01300657964125329,0.8313522651669645,0.0,0.0357206102460803,396,4
78,119,lift the red cube,0,400,100,543.074481000076,541.1055614699944,-0.08959852350477344,0.004861492595748548,1.029164221464984,-1.1566809629372832,0.5899282380883595,0.8213586687066458,0.014826319624157605,0.01587947989637549,0.8310102205108943,0.036364734992118765,0.038476308359612924,0.8217653962490323,-0.009244824261862017,0.8310102205108943,0.0,0.026867313744258544,263,137
79,120,lift the red cube,0,400,100,540.8568584989553,540.3200219900464,-0.09176974158683336,-0.01812973376386993,1.018573147473155,-0.025346605603570986,-0.0725412148998117,0.8110551157203985,0.018516848200857132,0.01587125911833598,0.8306294403936192,0.018516848201827224,0.01587125911736922,0.820413929553185,-0.01021551084043415,0.8306294403936192,0.0,0.0847834323888052,382,18
80,121,lift the red cube,0,400,100,541.1055775002751,539.0191810302713,-0.10179804937090912,0.00927817646983542,1.015400891523534,-0.21005557537555986,0.8567225428305446,1.0742096266426595,0.017235157657247667,0.006503783948760514,0.8316973136819972,0.08533110093916299,0.01836919537731489,0.821481802841563,-0.01021551084043415,0.8316973136819972,0.0,0.02624427472642022,361,39
81,122,lift the red cube,0,400,100,539.5519364992651,539.3597324200891,-0.10557541252245296,0.00785126368422783,1.0084236806477143,0.20237669870698105,0.023361334341752624,0.8112239780618874,0.0024169546074894466,-0.024371507818042676,0.8314104261461905,0.010997107962452759,-0.04293974643882848,0.8211949153057564,-0.01021551084043415,0.8314104261461905,0.0,0.06138591880184248,355,45
82,123,lift the red cube,0,400,100,540.5961264987127,539.5096669999839,-0.09572052840274003,0.010422331402601733,1.027614765231993,0.011428555813188638,-0.015160678497340293,0.8083960250063753,0.02093274363672184,0.0006028920856690038,0.8308443832156749,0.04168019429312262,0.010246961140629365,0.8195615067035831,-0.01128287651209181,0.8308443832156749,0.0,0.03691233903058985,397,3
83,124,lift the red cube,0,400,100,544.9861484994472,542.5572385699707,-0.11570140332983404,0.013135206970559624,0.9993779978567963,0.13393967371662066,0.00435765692362278,0.8167538120244477,0.006346138358902853,0.01627851515531137,0.831167143890388,0.14543926194070134,0.043095267772802495,0.8098932644612417,-0.02127387942914638,0.831167143890388,0.0,0.03221329288884551,395,5
84,125,lift the red cube,0,400,100,543.5065224992286,541.8655929599481,-0.10652136001807187,-0.01956572663677217,1.0135993076546157,-0.02873642231029285,-0.029492978536559866,0.8084067214349894,0.015696241812028652,0.019638294736623367,0.8317733938272197,0.015696241812476152,0.01963829473778768,0.8215578829867856,-0.01021551084043415,0.8317733938272197,0.0,0.0675027728487783,390,10
85,126,lift the red cube,0,400,100,543.785673500679,543.9528392099601,-0.07816814111975534,-0.0026489492805007457,1.0313538447777253,0.24275282604379259,0.2606704788912817,0.8288040738762174,-0.001598406600404504,-0.0018712325678096713,0.8312741966825472,0.08425497354601498,0.027836093878004876,0.8212395663896218,-0.010034630292925395,0.8312741966825472,0.0,0.030541768597355523,349,51
86,127,lift the red cube,0,400,100,540.1480554992304,537.6607186900583,-0.11480885571620725,0.014171204271893556,0.9973171651386104,0.11424850578159797,0.10285075167236783,0.8129546971564102,0.002388673449303984,0.027892104064102953,0.8306975806293636,0.11519886557481701,0.054253838788779145,0.8252186851241372,-0.0054788955052264,0.8306975806293636,0.0,0.031387408212340054,386,14
87,128,lift the red cube,0,400,100,541.9209974988917,540.5298750600559,-0.10355460135719657,-0.02037458088315812,1.0067035214914903,0.003799726367658865,0.04245820315889613,0.825980376252794,0.011746899352888668,-0.027657893952459347,0.831116934407105,0.01784112253464093,-0.02816377459702152,0.8199885689125069,-0.011128365494598058,0.831116934407105,0.0,0.05902773200818633,393,7
88,129,lift the red cube,0,400,100,541.2586165002722,538.9262292999774,-0.10303486027080833,0.0013634662935039076,1.0094930892179803,0.22804337634538682,0.03137083349745674,0.8168595822483719,0.02075637096357904,-0.022010773723182463,0.8318685278722834,0.0477959288948219,-0.028180407982178867,0.8216530170318492,-0.01021551084043415,0.8318685278722834,0.0,0.04500596385668301,393,7
89,130,lift the red cube,0,400,100,542.7795594987401,540.4829884098945,-0.10503432345020774,-0.003997565307748118,1.0061483700433838,0.12382380321583111,-0.004673668002355115,0.8140851690604689,0.004828587891173783,0.027419048015301352,0.8319628823615944,0.05669392696824967,0.04559887800961587,0.8207759124250494,-0.011186969936545,0.8319628823615944,0.0,0.039247061004227646,397,3
90,131,lift the red cube,0,400,100,542.0843459996831,540.631332110097,-0.09550852486645894,0.012212105402798478,1.0182395691660169,0.02789766170510468,0.023949123487323344,0.8158114309845023,0.009988108919826003,-0.004337509574107997,0.8312766855106435,0.0619255510680012,0.02093379473902131,0.811915202040125,-0.01936148347051847,0.8312766855106435,0.0,0.03438270003854941,393,7
91,132,lift the red cube,0,400,100,542.1499325002515,541.2160452999888,-0.10424889174486493,0.018553404351335713,1.0114527149943295,0.19623612631963233,0.046427517936294044,0.8116330023427755,-0.019176165430740737,0.023094382647532732,0.8308472821425131,0.010258855113915189,0.02071995963308897,0.8200942173311022,-0.010753064811410917,0.8308472821425131,0.0,0.028143161092621966,347,53
92,133,lift the red cube,0,400,100,540.8760845002689,546.011041850179,-0.10877493906556049,0.014522095170859516,1.0131431554981076,-0.009853893980778836,0.002732268821631275,0.8083795386935083,-0.0077430294344463385,-0.011390817740510258,0.8316162819552904,0.029789743187385406,-0.02960280571605212,0.819833168579881,-0.011783113375409382,0.8316162819552904,0.0,0.04010883047988045,400,0
93,134,lift the red cube,0,400,100,540.8819434996985,541.7810586099222,-0.11703043966755368,-0.023665313211463986,0.999699650169544,0.2207226270325845,-0.02209264622201102,0.8106734754241003,0.021463110245547007,-0.012547554300481972,0.8318036712385826,0.18921548142006855,0.0059515881246324015,0.8211932834455521,-0.010610387793030474,0.8318036712385826,0.0,0.03261604600630918,394,6
94,135,lift the red cube,0,400,100,542.4015464996046,540.8612857299522,-0.11564596716685886,-0.013197206798969073,1.0009914258202737,-1.0512712231525072,0.704646064874957,0.8607258381705756,-0.007758707190494877,0.00772513609054009,0.8315169134963242,0.09898860420192583,0.02130251206392369,0.8204971820074971,-0.011019731488827067,0.8315169134963242,0.0,0.03562804782241069,364,36
95,136,lift the red cube,0,400,100,543.8671190022433,541.367952699984,-0.11993871293647908,-0.02035614420122733,1.0086575714603128,0.109872547216297,0.024644856735968293,0.8105489579632252,0.011690207306137124,-0.027469969631794076,0.8305544277089754,0.03505373933914864,-0.023945435188517824,0.8203389168685411,-0.010215510840434261,0.8305544277089754,0.0,0.041981183248769094,387,13
96,137,lift the red cube,0,400,100,542.1368739989703,542.5254191701606,-0.10185418431459392,-0.002307445325001664,1.0227163909772607,0.16285506186660414,-0.028143028090368328,0.810990144323505,0.003645069684029993,0.023944913809559418,0.8305695358122483,0.09780074888452191,0.02453249265066127,0.8198845873421713,-0.01068494847007706,0.8305695358122483,0.0,0.03325686017859193,380,20
97,138,lift the red cube,0,400,100,544.3516814975737,542.6823027501086,-0.08267159895697679,0.007958143935942286,1.0297985156592089,0.2117986300743478,0.053681919413636654,0.810521577648517,-0.007201705740767866,-0.005730524184618172,0.8319351286240594,0.012891524359296351,0.019771748249460687,0.8208967863570081,-0.011038342267051249,0.8319351286240594,0.0,0.03852665787526413,362,38
98,139,lift the red cube,0,400,100,540.7298079990142,539.8358788300902,-0.10285237023768809,-0.0036408639756549807,1.0003090216983603,0.13906592717564048,-0.030629423442972283,0.810640299518636,-0.009286321104203136,0.0012033281850417493,0.8300340203780139,0.1600965676214267,3.7938859046679855e-05,0.8152330678916636,-0.014800952486350272,0.8300340203780139,0.0,0.02816444735574356,374,26
99,140,lift the red cube,0,400,100,544.8176559984859,543.6031707900474,-0.09143209324896978,0.00559507517350014,1.0099324747589364,0.2167644594519126,0.023178693616604136,0.8122111477548152,0.010186801007681337,-0.018425702584429736,0.8309106990016644,0.010095477190809016,-0.02854075610110551,0.8206951881612302,-0.01021551084043415,0.8309106990016644,0.0,0.05377890291504613,352,48
100,141,lift the red cube,0,400,100,632.6430274984887,621.0732175400699,-0.12221975558562458,0.021407430127659763,0.9908606800429823,-0.04510969964749435,0.01767429864541319,0.8091064755192807,-0.026278894315229492,-0.020657864063459985,0.8302689683396027,-0.010680709770187393,-0.023427846472011366,0.8194934939677548,-0.010775474371847893,0.8302689683396027,0.0,0.04956637678186137,388,12
