episode,seed,instruction,success,steps,inference_calls,median_latency_ms,mean_latency_ms,initial_eef_x,initial_eef_y,initial_eef_z,final_eef_x,final_eef_y,final_eef_z,initial_cube_x,initial_cube_y,initial_cube_z,final_cube_x,final_cube_y,final_cube_z,cube_vertical_change,maximum_cube_height,maximum_cube_lift,minimum_eef_cube_distance,gripper_close_steps,gripper_open_steps
11,52,lift the red cube,0,400,100,547.8307769990352,550.007164260096,-0.10948909299409626,-0.010187843166136303,1.0051110524683804,0.25377905407643386,-0.14812461675161973,0.8265011538667645,0.00042075640043171686,0.028587909323268622,0.8312941585660134,0.06528105165320733,-0.004953434016776722,0.8198003973264214,-0.011493761239592004,0.8312941585660134,0.0,0.03742629621328143,374,26
12,53,lift the red cube,0,400,100,542.6656535000802,590.6556280500808,-0.10565386034230412,0.0025301422448034423,1.0080000207959214,0.15089137671240083,-0.030776355568284806,0.8121371887730912,0.011293892191008917,0.001013856504170997,0.8308486970941972,0.1491566576241953,0.017698423012387766,0.8211605670273736,-0.009688130066823564,0.8308486970941972,0.0,0.03226903689652264,393,7
13,54,lift the red cube,0,400,100,523.3386204999988,526.4803001899054,-0.09240271106599765,-0.005020178429890538,1.02052051464233,0.25664362902880977,-0.0715410481039202,0.8148808045762417,-0.0071503852304198035,0.009266008109553747,0.8318467209659381,0.022455798325518635,0.007372441663964456,0.8213557269803143,-0.010490993985623809,0.8318467209659381,0.0,0.026622417928093355,374,26
14,55,lift the red cube,0,400,100,541.4535829995657,549.2428449699582,-0.10014273964227656,-0.009594992823202239,1.011564251580637,0.10354130505890768,0.05555307219141288,0.8118634958704957,0.02916572214241807,-0.0012941479713003308,0.8300947274254646,0.07343851832970208,0.0001376899971457755,0.8198745135208516,-0.01022021390461303,0.8300947274254646,0.0,0.03455616286967204,388,12
15,56,lift the red cube,0,400,100,539.7908650002137,539.7178252199046,-0.09562208191857137,-0.01321926999152416,1.021635366220407,0.16131233683171786,0.049466353949754197,0.8205480988902664,0.028493100901726492,-0.002404245514934497,0.8302809149310668,0.13264198164455657,-0.02307777897030282,0.8200654040906362,-0.010215510840430597,0.8302809149310668,0.0,0.035708919555349765,394,6
16,57,lift the red cube,0,400,100,544.9637629999415,542.2899839399543,-0.12564279854080973,0.027675951790961897,0.9928324783614698,-0.01148627896089401,-0.011399718159028337,0.8093793816103035,0.010846049894263882,-0.016578401260778357,0.8304932979287452,0.03111915690022107,-0.00021797769852621642,0.820352721603024,-0.010140576325721185,0.8304932979287452,0.0,0.04296373909842286,382,18
17,58,lift the red cube,0,400,100,546.6205005004667,542.5231121000434,-0.10752129959458465,0.0015862424729615038,1.0005296052625459,0.12251559104954263,-0.04812278879740867,0.8112719177384011,0.0064808981450991884,0.026771469705175355,0.8319514518577061,0.11707364585106239,-0.005257997309136047,0.8214469265789898,-0.01050452527871637,0.8319514518577061,0.0,0.032761893084934185,361,39
18,59,lift the red cube,0,400,100,536.5581204996488,536.0004403700259,-0.09419658492254351,0.004223317532136945,1.0084181117764923,0.20425713046878977,0.46126463852221355,0.9470880990053684,0.02775248409487697,0.02867413809510546,0.8319429387505833,0.06278128131523784,0.034334695189347925,0.8205799569524412,-0.011362981798142102,0.8319429387505833,0.0,0.034524121259036145,285,115
19,60,lift the red cube,0,400,100,541.9121214999905,538.5642214900145,-0.116963820413787,0.011687560975383211,1.002050372535673,-0.026374881409628438,0.0030215991649848173,0.8278096048301379,-0.0035127254135515207,-0.015686095588063914,0.8311128133549812,0.007078962739273492,-0.017019297371144736,0.8249724552805633,-0.006140358074417929,0.8311128133549812,0.0,0.038543629784465044,400,0
20,61,lift the red cube,0,400,100,547.1542280001813,541.2586633801402,-0.1164872682520268,-0.009322702803313347,1.0033431407866424,0.024950793345476764,0.041127438464846004,0.8091453669692894,-0.0030166114916557393,0.012869767999288587,0.8310427578409313,0.044299908366853304,0.012983404432558234,0.8196980374346899,-0.011344720406241349,0.8310427578409313,0.0,0.030361891079742825,395,5
21,62,lift the red cube,0,400,100,540.5841674992189,536.856177550053,-0.09847285174435874,0.007102541698222953,1.007891761485057,-0.006780624791179513,0.03931972617860609,0.8299688115567297,-0.016298822509768943,0.02617109815083344,0.8315439655885948,0.03553018878100994,0.04871730834568081,0.824009116556933,-0.007534849031661794,0.8315439655885948,0.0,0.0316415160428098,387,13
22,63,lift the red cube,0,400,100,540.1645039992218,540.3595764400416,-0.12778005956030844,0.004893427854798511,0.9920043588110266,-0.020508239109888346,0.04442946407288626,0.8106208926196319,0.022173626841338834,0.0028884401908496615,0.8308482249120315,0.04403280538374004,0.006455942424507498,0.8184056368787019,-0.012442588033329538,0.8308482249120315,0.0,0.052008499836900896,379,21
23,64,lift the red cube,0,400,100,547.252872500394,543.4393116701722,-0.12187629803176374,0.015507309960826008,1.0090824108956378,0.13576219810976875,-0.036909944641071765,0.8103503786525375,0.005758952608720502,0.022154191970996162,0.8307569675975184,0.07153730480554786,0.06844894407806162,0.8205646180187294,-0.010192349578789006,0.833547793297926,0.002790825700407673,0.034578473730800724,383,17
24,65,lift the red cube,0,400,100,535.7122945006267,536.1873194500185,-0.1336366431106793,0.0017896941391195673,0.9868377770424697,-0.08072580840727091,-0.04542764823569557,0.8087931040025405,0.003337236481264834,-0.025284449964601566,0.8312936058578897,0.00333723648070741,-0.02528444996592526,0.8210780950174555,-0.01021551084043415,0.8312936058578897,0.0,0.08692367596550718,390,10
25,66,lift the red cube,0,400,100,544.0675909994752,541.1384128498867,-0.09573056326007914,-0.014749553968177096,1.0289155529039096,-0.08680569412503286,-0.007938953402528997,0.8088456415901843,0.024508394198203755,0.010987401064705207,0.8314267299210505,0.02450839419687699,0.010987401064454042,0.8212112190806163,-0.01021551084043415,0.8314267299210505,0.0,0.11358670986968376,387,13
26,67,lift the red cube,0,400,100,542.4969685000178,539.1473364900048,-0.10648881113466067,-0.014446810949224124,1.0065628584155533,0.004732503484278976,-0.03413801180483224,0.8087237019808582,0.025922459704702402,-0.011879541940788968,0.8307104358313462,0.03490277548099806,0.0014998064653218943,0.8195133079659209,-0.01119712786542526,0.8307104358313462,0.0,0.04315695504620874,392,8
27,68,lift the red cube,0,400,100,539.2777550005121,537.6530335298958,-0.12036029419023826,-0.0269028614038526,0.9974177434373913,0.2885038666641665,-0.046601662788688804,0.8406815151137039,0.02395677498017776,-0.026397926619560346,0.8304343742526609,0.1847408550150996,-0.08938174518950036,0.8240319466603472,-0.006402427592313686,0.8312741907659142,0.0008398165132533775,0.03612778541980546,383,17
28,69,lift the red cube,0,400,100,541.8897145000301,536.1208059101045,-0.1034626673669062,-0.012852220554491204,1.0188695984534284,-0.061797701923562376,-0.013597531039069155,0.8086753653413892,0.0049083884287399945,0.017677212907029706,0.8315066639881322,0.00490838842740888,0.017677212906518976,0.8212911531476981,-0.01021551084043415,0.8315066639881322,0.0,0.0739270253451254,396,4
29,70,lift the red cube,0,400,100,550.1766400002452,545.2304913599801,-0.11569156654115045,0.01573815508480011,0.9934314908005619,0.0024648557105704603,0.07700560538043243,0.8093738503786997,-0.004781521452944578,0.015591144864354228,0.830537405139592,0.03999202419317444,0.05098213375438582,0.8177909023245906,-0.012746502815001337,0.830537405139592,0.0,0.029679021675401124,395,5
30,71,lift the red cube,0,400,100,538.2938134998767,534.1547277000427,-0.10320149653577133,0.02301169784294026,1.0142489124491583,0.06827682327905796,0.07686033672131797,0.8108730888013123,-0.021985365554652657,-0.00443505923578694,0.8301293016113053,-0.011125769447025542,0.013973002645934521,0.8199137907708711,-0.01021551084043415,0.8301293016113053,0.0,0.039573634373397185,373,27
31,72,lift the red cube,0,400,100,538.9359019991389,535.1679035099733,-0.10720512460782743,0.008295192333262787,1.0020578348130564,0.11699517139222779,-0.0369167991982044,0.8116730755559922,0.01871904277677542,0.004947247029691022,0.8318470927302882,0.10584239046966197,0.011405715669748432,0.8216315818898541,-0.01021551084043415,0.8344294075174282,0.0025823147871399943,0.03698176717221238,394,6
32,73,lift the red cube,0,400,100,533.9421244998448,533.5416513099153,-0.10177978524808101,0.00236954248353172,1.0018217471208635,0.2668341015371078,0.05519175861273509,0.8295182367314458,-0.02877967461847873,0.0029493225207886456,0.8304010950975359,0.06855893572635678,-0.007803479310169582,0.82037929160634,-0.010021803491195858,0.8308676337074815,0.00046653860994561036,0.03496761197728218,379,21
33,74,lift the red cube,0,400,100,533.4684834997461,533.0952067800717,-0.09033536742286669,-0.002485113121071635,1.020164163013913,-1.3531017935782466,0.34091792570370943,0.8704864422632919,-0.013282107415010434,-0.002146694689297495,0.8311813329113414,0.06501622326962658,0.015979745697889132,0.8209658220709072,-0.010215510840434261,0.8311813329113414,0.0,0.03287441030462898,306,94
34,75,lift the red cube,0,400,100,538.0725244995119,535.9909866899216,-0.11300872241214945,-0.001562596750962499,1.0069628153057801,0.11622144903062967,-0.01697743431990209,0.812610801061313,-0.0023613539771616746,0.028524310037179756,0.830142698366364,0.09614708190192955,0.020077003048516763,0.8207712466828914,-0.009371451683472642,0.830142698366364,0.0,0.02715465726742783,386,14
35,76,lift the red cube,0,400,100,539.0534569987722,537.6669595699786,-0.09305448293881226,-0.019053263932005137,1.016543500077075,0.13512751958482644,0.05661990158618311,0.8127061342993362,0.015779230227901377,-0.012631897686201227,0.8311009737342842,0.14329650380529121,0.018033891572659236,0.8178152066287053,-0.013285767105578827,0.8311009737342842,0.0,0.029845341058106177,380,20
36,77,lift the red cube,0,400,100,533.1448444994749,532.6175420700929,-0.10455145385503316,0.012762669999169692,1.0067397742689035,0.03578874636117385,0.0554565509395715,0.8233954696250073,-0.018486894129941162,-0.009176066876471621,0.8303983033991962,0.062181776534542085,0.022395691920178772,0.8176027917294432,-0.012795511669753012,0.8348282097035635,0.004429906304367348,0.04269856622925698,397,3
37,78,lift the red cube,0,400,100,538.218745499762,539.1104271799304,-0.11987081162650162,-0.006937323172609735,0.9964168415489107,-0.0005893459714486566,0.014999748449805814,0.8085694942392296,-0.024926050560576656,-0.00270336843696228,0.8305806535384008,0.033909562915819015,-0.011093839353352234,0.8188585238090402,-0.011722129729360597,0.8305806535384008,0.0,0.0347304718554229,384,16
38,79,lift the red cube,0,400,100,536.8305380006859,535.2860317800514,-0.10323792100729302,0.02086679993350957,1.0129771837372668,0.07001818137053942,0.6039086554832703,0.892902389650946,0.0062649418734769535,-0.008331362825855195,0.8319719863931344,0.0630145355424251,0.0006805257299342567,0.8216879964730787,-0.010283989920055747,0.8319719863931344,0.0,0.047396599681857034,367,33
39,80,lift the red cube,0,400,100,541.7401510003401,535.081038869921,-0.10314420457963976,0.014725927549782612,1.012801648126054,0.1623043714271484,0.06338958296047341,0.8097315506808228,-0.022847176799073356,-0.00910532217246431,0.8309474972471163,-0.02206702285060252,-0.012148557633848246,0.8207319864066857,-0.010215510840430597,0.8309474972471163,0.0,0.04324908453909309,354,46
40,81,lift the red cube,0,400,100,526.5793845001099,529.7102759400696,-0.11236259240657265,-0.006851924336537908,1.0006888210284808,0.09599008189720531,-0.01689391916370836,0.8146479260790335,0.012607050533137001,0.0006842095806665581,0.8314303448243516,0.0950189184626762,0.022788753407809646,0.8214933690754731,-0.00993697574887853,0.8314303448243516,0.0,0.036386459060561115,373,27
41,82,lift the red cube,0,400,100,540.6126749994655,536.0018536999814,-0.09186713872857788,0.0009123406626146168,1.0156582290489693,0.22969433040180734,0.014693755161492981,0.8094843198652413,-0.007545439267017801,0.01208471506243606,0.8302596043473782,0.02080769718398136,0.023355642456522194,0.8200558271564712,-0.010203777190907037,0.8302596043473782,0.0,0.027561148646004573,363,37
42,83,lift the red cube,0,400,100,525.8828615005768,528.5553693398833,-0.09503654463435544,-0.0022495909646512687,1.0237335381754793,-0.991773202600454,-0.7260545500786322,0.8305469760531758,0.0014835192830335783,-0.002066608111247748,0.8308479807748119,0.06298078983916258,0.052391688024082804,0.8208625487026295,-0.009985432072182387,0.8308479807748119,0.0,0.04381726401543458,342,58
43,84,lift the red cube,0,400,100,519.3755820000661,523.6228140699859,-0.10943332647770584,-0.0016559532519403045,1.008679397118403,-0.01254227016938226,0.010670564892885167,0.808581253979726,-0.025072575202806095,-0.024001218312439725,0.8315207566459515,0.026550435350127445,-0.01782607149891073,0.8192157678469005,-0.012304988799050953,0.8315207566459515,0.0,0.034331092049598354,399,1
44,85,lift the red cube,0,400,100,528.0311975002405,529.2878976099928,-0.0948012246578904,0.013366724344850457,1.0148430567068032,0.14260570169280107,0.04131544430216626,0.8136960042080712,4.902374716663979e-05,-0.008590597263301428,0.8304563539358685,0.13198301005109622,0.0026085957798982467,0.820474079180517,-0.009982274755351517,0.8304563539358685,0.0,0.03660993647957184,372,28
45,86,lift the red cube,0,400,100,533.3161470007326,529.9528513201221,-0.09934592382684772,-0.013363225824753628,1.0131309836431739,0.011106447575181706,-0.015499855530842268,0.8143143298495984,-0.02318730303929538,-0.025835603546808836,0.8300847385975888,0.04967776731559143,-0.028321991658879258,0.8136167137334597,-0.016468024864129127,0.8300847385975888,0.0,0.034323600351212055,398,2
46,87,lift the red cube,0,400,100,536.684120499558,531.8710724499942,-0.08579716430245554,-0.007600869772184739,1.0349210658278967,0.19452307326654328,-0.02684220715890282,0.8108426736667356,-0.028273339254467587,-0.0245276716270714,0.830181903275012,0.23306797430127588,-0.003116795913096791,0.8199252492218245,-0.01025665405318743,0.830181903275012,0.0,0.030904518789027374,397,3
47,88,lift the red cube,0,400,100,534.5401550002862,536.2286839400622,-0.1060533315341757,-0.0028220650736109198,1.0125799981944286,0.07378722117831124,-0.02739877917666987,0.811606748542204,-0.018312969089163855,0.02773156194368983,0.831213401741912,0.07356660162862551,0.016260993007634283,0.822352824703171,-0.008860577038741102,0.831213401741912,0.0,0.03759460515831739,375,25
48,89,lift the red cube,0,400,100,539.1406500002631,543.428668869874,-0.0888806527829254,0.00427328521449253,1.0278024004732844,0.1892621734921316,0.04717569700849247,0.8097085057586652,0.024337594369101503,-0.02351539637548664,0.8309936372286202,0.07856006389669963,-0.011571450108689502,0.820778126388186,-0.01021551084043415,0.8309936372286202,0.0,0.0470421219649826,374,26
49,90,lift the red cube,0,400,100,540.7772774997284,538.5408523000478,-0.09027846450262106,-0.0017433947837874925,1.0182364017562904,0.12318668226122102,-0.011125811504590646,0.8102019168997908,-0.021107832422962068,0.026055408330671943,0.8304841126262482,-0.021810806748115204,0.032711996970163235,0.8202686017858141,-0.01021551084043415,0.8304841126262482,0.0,0.05725746856611656,359,41
50,91,lift the red cube,0,400,100,539.7166314996866,539.3893856901377,-0.09513353683610623,-0.009056435756074968,1.0183781717807516,0.00017942761374231068,0.014629306199411517,0.8085545935055874,-0.008148487078745485,-0.020066910426074842,0.8301173943745885,0.044652783822568445,-0.010833853298023593,0.818671538849428,-0.011445855525160531,0.8301173943745885,0.0,0.03978304431527382,397,3
51,92,lift the red cube,0,400,100,539.1036424998674,539.6654656099963,-0.11301500399055611,0.011403308666852272,1.0038526676923643,0.17804807722738483,-0.038600656631263594,0.8106137484968302,0.018811020038382587,0.020397599631982774,0.8306328019828831,0.05027524463731751,0.03880892746932579,0.820417291142449,-0.01021551084043415,0.8306328019828831,0.0,0.030095794741649872,368,32
52,93,lift the red cube,0,400,100,538.9750080003068,543.4790370799419,-0.11203205964695111,0.0054850282364034405,1.0014315542065393,0.08835012049180296,-0.07396047789184337,0.8124430111826402,-0.011634611524022252,-0.0021060969432054183,0.8319654131342532,0.03211664369768156,-0.05021869242294318,0.8210184449033118,-0.010946968230941434,0.8319654131342532,0.0,0.03166021042839991,391,9
53,94,lift the red cube,0,400,100,537.6587854998434,536.3300320699273,-0.1036911303699979,-0.0018909848852592661,1.0018170746924449,0.14858364331034818,0.04228246209833803,0.8107869109523115,-0.020390682442281496,-0.01640152147726069,0.8306696126152256,0.014298479795927802,-0.02922898332409295,0.8206038404352243,-0.010065772180001376,0.8306696126152256,0.0,0.030978978635354315,386,14
54,95,lift the red cube,0,400,100,541.4561185007187,545.3311170299639,-0.09203294078986014,0.0029129394249523405,1.0261694236039118,0.029788138380369904,0.038138091706969954,0.8088919586074483,0.022595545699662725,-0.003059459172544198,0.8319496737230047,0.03562525366698976,-0.010160534411015484,0.8199715020682202,-0.01197817165478443,0.8319496737230047,0.0,0.04329204772689577,392,8
55,96,lift the red cube,0,400,100,541.6336624994074,544.1572480399373,-0.11568483494875642,-0.010766507970479159,1.0067742439232163,0.1055608453484736,0.07050278863305245,0.8133071089284966,0.02639622871162032,0.02914006031378815,0.8317085204334772,0.11832506627572716,0.03490916644413065,0.8200137551880334,-0.011694765245443772,0.8329297884062448,0.001221267972767559,0.03131178589696896,387,13
56,97,lift the red cube,0,400,100,539.2455680002968,536.4948491500036,-0.11492208314189643,0.007259033382263142,0.9950901621891378,0.19212444056421082,0.007734166661155558,0.8114239426908083,0.019061966858839534,-0.026865816958818612,0.8313986657156569,0.029935868283819573,-0.012467217897866274,0.8211831548752228,-0.01021551084043415,0.8316587596493638,0.00026009393370685086,0.05654693804550655,392,8
57,98,lift the red cube,0,400,100,535.9405845001675,535.1271970401285,-0.11344962688801331,0.020900512408449687,0.999704298949873,0.0989308635655512,-0.06290618650390567,0.8130233642619193,-0.020698324447623234,-0.013991807517367977,0.8311003839765309,0.030986528959178677,0.003881246274063831,0.8206682152022605,-0.010432168774270334,0.8327219267310937,0.0016215427545628325,0.04240661534740184,394,6
58,99,lift the red cube,0,400,100,540.6900465004583,540.3556352900523,-0.10874878051595532,-0.027336444620964614,0.9969456302459635,0.12636394030937476,-0.04709234450520569,0.8128155783074054,-0.003521368209390318,0.0020631236791044186,0.8314254001799788,0.0864798680114863,0.01092503812361896,0.820662757083316,-0.01076264309666275,0.8314254001799788,0.0,0.03362978925492537,391,9
59,100,lift the red cube,0,400,100,540.2930019999985,538.1466612000077,-0.10290601421296242,-0.0055435349499212494,1.015346172389346,0.16388675746753104,0.06714949205321856,0.8102236703150372,-0.024843426453791242,-0.02470224809918887,0.8318270669467154,-0.003728893184254331,-0.019019106397636133,0.8208367882737024,-0.010990278673012943,0.8318270669467154,0.0,0.039335899156486984,373,27
60,101,lift the red cube,0,400,100,537.8134904995022,531.1867850199633,-0.10042539027395102,0.002874643959853979,1.0094652148126924,-0.566274358267105,0.845530310293978,0.8319362504367489,-0.026251724236462888,-0.007741560250655595,0.8304973979627832,0.0010065257364330735,0.015302483273925152,0.8213530047301769,-0.009144393232606296,0.8304973979627832,0.0,0.03562326405047364,345,55
61,102,lift the red cube,0,400,100,538.5795739994137,534.539959140111,-0.10956546780355945,0.010835818026851485,1.0055956328127684,0.15274420291169946,-0.016796168601958476,0.8099990757768839,-0.01995727812990298,0.02053171995461016,0.8310036242349581,0.013142077207485097,0.018071863911663363,0.8201707248966877,-0.010832899338270363,0.8310036242349581,0.0,0.026999537769607066,367,33
62,103,lift the red cube,0,400,100,536.1894585003029,536.8281551601103,-0.0966504897154728,-0.02191472007841185,1.0075597139755268,-1.1899339016068355,0.551822205909708,0.8257210576120403,-0.006490491585951143,0.023671593161803013,0.8316063373498571,0.031431851506751506,0.009255483544737996,0.8216731327143918,-0.00993320463546532,0.8316063373498571,0.0,0.038646642415725706,283,117
63,104,lift the red cube,0,400,100,537.5420880009187,536.0788436799885,-0.10751458456098428,0.028646119570805043,1.0052946844821808,0.14047279643158425,0.055432584910056,0.810173862946603,0.011345237306226628,-0.012996090766828346,0.8318266057750638,0.06323607945730324,-0.003924339345557481,0.8205747345665506,-0.011251871208513231,0.8318266057750638,0.0,0.046187085746266954,370,30
64,105,lift the red cube,0,400,100,541.91965300015,538.4355278498515,-0.11267348250701614,0.009581485059304472,0.9996649076082933,0.17960155882051634,0.06357436532157966,0.8111361703181438,0.0022131308076490386,0.019331417692148342,0.8310273208889309,0.1962605416695954,0.03287807943678614,0.8230398156545881,-0.007987505234342884,0.8325474064953892,0.0015200856064582213,0.031983027080999454,381,19
65,106,lift the red cube,0,400,100,542.2923884998454,559.5661706399369,-0.11720559746556003,0.008867301461764676,0.9989167364407889,0.12021297677207801,0.030101521771795533,0.8196089102030448,-0.010924177768964097,-0.006491447831555482,0.8319716039219243,0.05987148000056569,-0.008336191362915777,0.821210613340915,-0.010760990581009211,0.8319716039219243,0.0,0.04148159363526196,362,38
66,107,lift the red cube,0,400,100,542.7228495000236,540.810548399968,-0.12408244298609844,0.0034067297035527454,0.992158752000977,-0.1651468756625775,0.7655555169274739,0.8660258950721826,-0.002840218386957725,-0.010481781849737071,0.8300605796329709,0.16346272553475238,0.0012829202846611947,0.8216443640894006,-0.008416215543570305,0.8300605796329709,0.0,0.036801529062854194,391,9
67,108,lift the red cube,0,400,100,543.4371964984166,542.9533719299798,-0.09041491814659065,-0.011661405205573759,1.0207961661305238,-0.9637102088551794,0.7582873332573286,0.860782017470702,-0.024108511132697893,0.005274742331442969,0.8319195908146264,0.03777086669775311,0.035948864389661134,0.8217040799741923,-0.01021551084043415,0.8319195908146264,0.0,0.03184128212605102,285,115
68,109,lift the red cube,0,400,100,540.578206499049,545.7526590399721,-0.08548152118970635,-0.009141504285338985,1.0289582849251393,0.0827511722365829,0.00012286616544722462,0.8411903394305608,0.026494227381093,-0.018791106599281064,0.8302173897977969,0.11658415814196055,0.0074465410798463605,0.817798071701777,-0.012419318096019927,0.8302173897977969,0.0,0.03193669590002809,391,9
69,110,lift the red cube,0,400,100,541.119705498204,539.5112677297584,-0.11528417779172472,-0.015031284090431814,1.0124255791182857,0.10528603632643202,0.015547444362061033,0.8105557615079966,0.013305800354325922,0.016454283163540265,0.8301400637291204,0.13895798742806692,0.02178199278014739,0.8125425832390395,-0.01759748049008092,0.8321201471763525,0.001980083447232106,0.03190418296697261,394,6
70,111,lift the red cube,0,400,100,544.4119919993682,543.0823183997563,-0.08480128447804516,0.010417055273416517,1.0132441238723298,0.2971322420891894,0.08898712076620113,0.8700241661109587,0.023029714807052855,-0.00661745102908555,0.8303241926668199,0.14094099872584437,0.036978882081971455,0.820509501702445,-0.009814690964374928,0.8303241926668199,0.0,0.031942359215299296,395,5
71,112,lift the red cube,0,400,100,540.6241630007571,539.198269580047,-0.11837607564086636,-0.021190974688636347,0.994923867832522,0.27428807400983146,-0.007809450048655692,0.8293803460761195,0.025387098961603793,-0.023226558337343484,0.8310183090618223,0.07816937641686819,-0.00916779168795589,0.8212120957606845,-0.009806213301137734,0.8310183090618223,0.0,0.04359561881477507,385,15
72,113,lift the red cube,0,400,100,540.2549649988941,537.8447282699926,-0.09056719791963887,0.017834359597271844,1.0203174906880406,0.07525984745102368,-0.04177011321225312,0.8129117930775708,-0.019842272559516906,0.01667832348887558,0.8310537151751506,0.05739433055244274,0.01563412773292556,0.8206091338047476,-0.010444581370402939,0.8320225522675151,0.0009688370923645051,0.0364678429606638,400,0
73,114,lift the red cube,0,400,100,535.0644969985296,533.7459702699198,-0.09302031351602078,0.017848168455078733,1.0143744681839224,0.11157905194668996,0.07176839894177338,0.8134463458514766,-0.024495866021953576,-0.0028339626146808017,0.8317950290461041,-0.007641173947145392,0.004393360352134129,0.82157951820567,-0.01021551084043415,0.8317950290461041,0.0,0.03842463351107675,368,32
74,115,lift the red cube,0,400,100,538.8604939998913,537.1209316500608,-0.09120703438430378,-0.00020887062277365567,1.0307872207457935,0.039879366975387034,-0.011748981839113288,0.8147707069858972,0.024084239680980002,-0.02220003483521759,0.8303255000887727,0.07622278962759717,-0.02392867487239255,0.8211062606761292,-0.009219239412643465,0.8303255000887727,0.0,0.03759293987156565,396,4
75,116,lift the red cube,0,400,100,539.1805014987767,536.5931622400603,-0.10849487349105372,0.015436515751289612,1.016842905132363,0.10680233353355145,0.07905103056892128,0.8147633567636754,0.016626444630978073,0.017143353647264527,0.8307380134779949,0.1144149780578092,0.03815634988434835,0.8202623704126123,-0.010475643065382623,0.8307380134779949,0.0,0.032291958816145556,390,10
