model,successes,episodes,success_rate,wilson_low,wilson_high,median_latency,mean_latency
BC-50,69,100,0.69,0.5937376052204429,0.7722043679386762,2.73847200014643,2.98520126366291
BC-500,92,100,0.92,0.8500173312059693,0.9589070305141891,2.7675055002873705,2.9550077838730076
