model,task,episode,seed,success,steps,median_latency_ms,mean_latency_ms
Square-BC-500,NutAssemblySquare,6,47,0,400,0.9309469996878761,0.9641097849817015
Square-BC-500,NutAssemblySquare,7,48,0,400,0.941940499615157,0.9846485024763751
Square-BC-500,NutAssemblySquare,8,49,0,400,0.9514470002613962,0.9828615625337989
Square-BC-500,NutAssemblySquare,9,50,0,400,0.9684550004749326,1.0170008425120614
Square-BC-500,NutAssemblySquare,10,51,0,400,0.9595230003469624,1.0083640974835362
Square-BC-500,NutAssemblySquare,11,52,0,400,0.930619999053306,0.9676456224087815
Square-BC-500,NutAssemblySquare,12,53,0,400,1.0653364997779136,1.126593655067154
Square-BC-500,NutAssemblySquare,13,54,0,400,1.1611034997258685,1.3208548425564004
Square-BC-500,NutAssemblySquare,14,55,0,400,1.2485190000006696,1.320904005006014
Square-BC-500,NutAssemblySquare,15,56,0,400,1.3447295004880289,1.5035456375153444
Square-BC-500,NutAssemblySquare,16,57,0,400,1.1428520001572906,1.2143113399815775
Square-BC-500,NutAssemblySquare,17,58,0,400,1.053367500389868,1.0979937674665052
Square-BC-500,NutAssemblySquare,18,59,0,400,1.1083010003858362,1.185731772498002
Square-BC-500,NutAssemblySquare,19,60,0,400,1.1230684995098272,1.172911797530105
Square-BC-500,NutAssemblySquare,20,61,0,400,1.080525998986559,1.1092828124992593
Square-BC-500,NutAssemblySquare,21,62,0,400,1.0962859996652696,1.1484915974733667
Square-BC-500,NutAssemblySquare,22,63,0,400,1.1645169997791527,1.3635394325410743
Square-BC-500,NutAssemblySquare,23,64,0,400,1.1621315006777877,1.2006780174579035
Square-BC-500,NutAssemblySquare,24,65,0,400,1.2993444997846382,1.7334386400079893
Square-BC-500,NutAssemblySquare,25,66,0,400,1.263928999833297,1.5401845400219827
Square-BC-500,NutAssemblySquare,26,67,0,400,0.9346880005978164,0.9939030600662591
Square-BC-500,NutAssemblySquare,27,68,0,400,0.9721854994495516,1.0092855974926351
Square-BC-500,NutAssemblySquare,28,69,0,400,1.0047370005850098,1.1293433324772195
Square-BC-500,NutAssemblySquare,29,70,0,400,0.9528579994366737,1.0420563149955342
Square-BC-500,NutAssemblySquare,30,71,0,400,0.9964880000552512,1.068831682500786
Square-BC-500,NutAssemblySquare,31,72,0,400,1.0524255003474536,1.2823889374521968
Square-BC-500,NutAssemblySquare,32,73,0,400,1.2265790001038113,1.3514833675117188
Square-BC-500,NutAssemblySquare,33,74,0,400,1.0006844995587016,1.040626885032907
Square-BC-500,NutAssemblySquare,34,75,0,400,0.9304550003434997,0.9730790524690747
Square-BC-500,NutAssemblySquare,35,76,0,400,0.9356655000374303,0.9908445874816607
Square-BC-500,NutAssemblySquare,36,77,0,400,0.9303820006607566,0.9734000649814334
Square-BC-500,NutAssemblySquare,37,78,0,400,0.9374400005981443,0.9774888624906453
Square-BC-500,NutAssemblySquare,38,79,0,400,0.9337684996353346,0.9673184724488237
Square-BC-500,NutAssemblySquare,39,80,0,400,0.9415804988748278,0.9749671050076358
Square-BC-500,NutAssemblySquare,40,81,0,400,0.9255864997612662,0.9658260674223129
Square-BC-500,NutAssemblySquare,41,82,0,400,0.9244385009878897,0.957056222528081
Square-BC-500,NutAssemblySquare,42,83,0,400,0.9386154997628182,0.9811468550196878
Square-BC-500,NutAssemblySquare,43,84,0,400,1.1357684998074546,1.147552052498213
Square-BC-500,NutAssemblySquare,44,85,0,400,0.9360525000374764,0.9717679974983184
Square-BC-500,NutAssemblySquare,45,86,0,400,0.9427310005776235,1.0021360099835874
Square-BC-500,NutAssemblySquare,46,87,0,400,0.9166374993583304,0.9371386200382403
Square-BC-500,NutAssemblySquare,47,88,0,400,0.9346239994556527,0.960039807459907
Square-BC-500,NutAssemblySquare,48,89,0,400,0.9348555013275472,0.9753855725057292
Square-BC-500,NutAssemblySquare,49,90,0,400,0.9210545003952575,0.9922575749487805
Square-BC-500,NutAssemblySquare,50,91,0,400,0.9679855002104887,0.995884994977132
Square-BC-500,NutAssemblySquare,51,92,0,400,0.90084450039285,0.9463005874840746
Square-BC-500,NutAssemblySquare,52,93,0,400,0.9514044995739823,0.9873852474811429
Square-BC-500,NutAssemblySquare,53,94,0,400,0.9619295014999807,1.0035678025224115
Square-BC-500,NutAssemblySquare,54,95,0,400,0.9246265008187038,0.9739456274610347
Square-BC-500,NutAssemblySquare,55,96,0,400,0.9463330006838078,1.0070979000693114
Square-BC-500,NutAssemblySquare,56,97,0,400,0.9045044998856611,0.9472470999253346
Square-BC-500,NutAssemblySquare,57,98,0,400,0.942996500270965,0.97028012003193
Square-BC-500,NutAssemblySquare,58,99,0,400,0.9333179996247054,0.9695447125068313
Square-BC-500,NutAssemblySquare,59,100,0,400,0.9521245001451462,0.9806002824689131
Square-BC-500,NutAssemblySquare,60,101,0,400,0.9051114993781084,0.9640987874581697
Square-BC-500,NutAssemblySquare,61,102,0,400,0.9053824996954063,0.9455211800104735
Square-BC-500,NutAssemblySquare,62,103,0,400,0.9095734994843951,0.940286990075947
Square-BC-500,NutAssemblySquare,63,104,0,400,0.9395210008733557,0.977816872477888
Square-BC-500,NutAssemblySquare,64,105,0,400,0.9213744988301187,0.9647705699808284
Square-BC-500,NutAssemblySquare,65,106,0,400,0.9054629999809549,0.9554550624989133
Square-BC-500,NutAssemblySquare,66,107,0,400,0.8969894997790107,0.9316487649266492
Square-BC-500,NutAssemblySquare,67,108,0,400,0.9154295003099833,0.9633228399889049
Square-BC-500,NutAssemblySquare,68,109,0,400,0.9166909994746675,0.9493600925861756
Square-BC-500,NutAssemblySquare,69,110,0,400,0.9271019989682827,0.9486286875244332
Square-BC-500,NutAssemblySquare,70,111,0,400,0.9281949996875483,0.9693707400538187
Square-BC-500,NutAssemblySquare,71,112,0,400,0.9274064996134257,0.959526669994375
Square-BC-500,NutAssemblySquare,72,113,0,400,0.9919724998326274,1.0468101874857894
Square-BC-500,NutAssemblySquare,73,114,0,400,0.9317060003013466,0.9832973725406191
Square-BC-500,NutAssemblySquare,74,115,0,400,0.9293865005020052,0.9941288750042077
Square-BC-500,NutAssemblySquare,75,116,0,400,0.9432380002181162,0.9658583075179195
Square-BC-500,NutAssemblySquare,76,117,0,400,0.9047294997799327,0.9470098750534817
Square-BC-500,NutAssemblySquare,77,118,0,400,0.9248980004485929,0.9714068024550215
Square-BC-500,NutAssemblySquare,78,119,0,400,0.9314384997196612,0.9665622175180033
Square-BC-500,NutAssemblySquare,79,120,0,400,0.9689745002106065,1.0028782324570784
Square-BC-500,NutAssemblySquare,80,121,0,400,0.9336415005236631,0.9540423449834634
Square-BC-500,NutAssemblySquare,81,122,0,400,1.0625780005284469,1.1589345074935409
Square-BC-500,NutAssemblySquare,82,123,0,400,1.0279605003233883,1.1379145475075347
Square-BC-500,NutAssemblySquare,83,124,0,400,1.0085320000143838,1.074568444983015
Square-BC-500,NutAssemblySquare,84,125,0,400,1.0414819998914027,1.0972816200319357
Square-BC-500,NutAssemblySquare,85,126,0,400,1.0440030000609113,1.1557026225409572
Square-BC-500,NutAssemblySquare,86,127,0,400,1.0185825003645732,1.085211392482961
Square-BC-500,NutAssemblySquare,87,128,0,400,0.939051999921503,0.9679433475230326
Square-BC-500,NutAssemblySquare,88,129,0,400,0.9429410001757788,0.9774378174734011
Square-BC-500,NutAssemblySquare,89,130,0,400,0.9008414999698289,0.9317702149428442
Square-BC-500,NutAssemblySquare,90,131,0,400,0.913666501219268,0.9454236899955504
Square-BC-500,NutAssemblySquare,91,132,0,400,0.9043799991559354,0.9339742350266533
Square-BC-500,NutAssemblySquare,92,133,0,400,0.9395664992553066,0.9747616749973531
Square-BC-500,NutAssemblySquare,93,134,0,400,0.9271090011679917,1.0621501500372688
Square-BC-500,NutAssemblySquare,94,135,0,400,0.9213350003847154,0.973089857479863
Square-BC-500,NutAssemblySquare,95,136,0,400,0.946648000535788,0.9815572774959946
Square-BC-500,NutAssemblySquare,96,137,0,400,0.9040790000653942,0.9472059399877253
Square-BC-500,NutAssemblySquare,97,138,0,400,0.8973020003395504,0.9295646600321561
Square-BC-500,NutAssemblySquare,98,139,0,400,0.9269239999412093,0.9861527974953788
Square-BC-500,NutAssemblySquare,99,140,0,400,0.9335055001429282,0.9747873650348993
Square-BC-500,NutAssemblySquare,100,141,0,400,0.9704145004434395,0.9901370850138846
