episode,seed,inference,latency_ms
27,68,86,546.7926919991442
27,68,87,506.814451999162
27,68,88,532.347120999475
27,68,89,576.7703829988022
27,68,90,558.3317889995669
27,68,91,556.1075259993231
27,68,92,551.4233300000342
27,68,93,539.0202760008833
27,68,94,521.0709599996335
27,68,95,520.685790999778
27,68,96,504.4821529991168
27,68,97,554.6975470006146
27,68,98,553.9819459991122
27,68,99,554.1978400015068
27,68,100,565.6178770004772
28,69,1,509.7062620006909
28,69,2,519.321284000398
28,69,3,527.1363470001234
28,69,4,512.2594719996414
28,69,5,475.9886820011161
28,69,6,473.22662899932766
28,69,7,491.5918690003309
28,69,8,556.5872410006705
28,69,9,574.8673289999715
28,69,10,568.8185719991452
28,69,11,561.1412810012553
28,69,12,526.8469189995812
28,69,13,512.3396950002643
28,69,14,512.6548719999846
28,69,15,559.5501459993102
28,69,16,552.4739350003074
28,69,17,564.9659979990247
28,69,18,560.7569660005538
28,69,19,509.9759990007442
28,69,20,513.4727860004205
28,69,21,510.91142400036915
28,69,22,540.6818009996641
28,69,23,551.9012849999854
28,69,24,566.49742800073
28,69,25,550.7516890011175
28,69,26,559.5518130012351
28,69,27,508.40121999863186
28,69,28,513.190157000281
28,69,29,510.1511760003632
28,69,30,526.7661870002485
28,69,31,552.0758710008522
28,69,32,572.4816080000892
28,69,33,549.2773190017033
28,69,34,552.0169520004856
28,69,35,510.1274110002123
28,69,36,522.5300190013513
28,69,37,511.1898539998947
28,69,38,552.6242930009175
28,69,39,548.2133699988481
28,69,40,546.9268809993082
28,69,41,552.1438239993586
28,69,42,519.2169819983974
28,69,43,518.0793569998059
28,69,44,506.179031001011
28,69,45,548.1630149988632
28,69,46,552.2412039990741
28,69,47,565.8349660006934
28,69,48,531.0272200003965
28,69,49,511.81545500003267
28,69,50,508.27406699863786
28,69,51,518.0547519994434
28,69,52,544.2113879998942
28,69,53,559.8598670003412
28,69,54,569.6128760009742
28,69,55,561.4194809986657
28,69,56,557.6972870003374
28,69,57,515.0859540008241
28,69,58,520.2682669987553
28,69,59,516.6406290009036
28,69,60,536.3293140017049
28,69,61,558.5408139995707
28,69,62,548.2107759999053
28,69,63,564.4688630000019
28,69,64,546.0404130008101
28,69,65,514.4958359996963
28,69,66,515.5774850009038
28,69,67,528.6574520014256
28,69,68,548.3488949994353
28,69,69,560.4954350001208
28,69,70,551.300519000506
28,69,71,556.0349979987222
28,69,72,511.73244299934595
28,69,73,506.3034630002221
28,69,74,521.4801670008455
28,69,75,546.800820999124
28,69,76,555.5485089989816
28,69,77,564.160277001065
28,69,78,535.5447309993906
28,69,79,504.57161200029077
28,69,80,513.3176380004443
28,69,81,508.4498630003509
28,69,82,548.8865219995205
28,69,83,546.6306349990191
28,69,84,546.8969580015255
28,69,85,545.2438610009267
28,69,86,563.2679820009798
28,69,87,514.9021100005484
28,69,88,539.1461180006445
28,69,89,532.9304250008136
28,69,90,539.7702320005919
28,69,91,543.0976280003961
28,69,92,561.077693999323
28,69,93,539.0857630009123
28,69,94,556.7138000005798
28,69,95,508.1625479997456
28,69,96,508.1344899990654
28,69,97,527.6297259988496
28,69,98,551.3671839999006
28,69,99,573.41459700001
28,69,100,553.5363299986784
29,70,1,511.83043499986525
29,70,2,502.07921800029
29,70,3,499.9069409986987
29,70,4,511.64793799944164
29,70,5,477.9803230012476
29,70,6,522.189631999936
29,70,7,600.8963469994342
29,70,8,602.7773049991083
29,70,9,573.826175999784
29,70,10,588.0305459995725
29,70,11,556.569970000055
29,70,12,521.5358719997312
29,70,13,514.5392169997649
29,70,14,522.5627820000227
29,70,15,567.4727440000424
29,70,16,572.7679810006521
29,70,17,557.4186009998812
29,70,18,542.5015359996905
29,70,19,526.9551609999326
29,70,20,528.8908430011361
29,70,21,524.9351769998611
29,70,22,550.767769000231
29,70,23,552.7235900008236
29,70,24,559.7473510006239
29,70,25,563.3313010002894
29,70,26,744.1825200003223
29,70,27,726.8131740001991
29,70,28,588.3138009994582
29,70,29,541.5615420006361
29,70,30,557.3165739988326
29,70,31,544.120374999693
29,70,32,559.3304929989245
29,70,33,540.0622619999922
29,70,34,508.63886499973887
29,70,35,519.3909259996872
29,70,36,528.4470789993065
29,70,37,554.831555000419
29,70,38,565.272060001007
29,70,39,558.1130350001331
29,70,40,554.4870310004626
29,70,41,522.0362489999388
29,70,42,514.7522070001287
29,70,43,517.1830309991492
29,70,44,563.3382109990634
29,70,45,552.7745119998144
29,70,46,559.5977539996966
29,70,47,553.2750999991549
29,70,48,508.0264280004485
29,70,49,515.2998640005535
29,70,50,522.7453620009328
29,70,51,580.5785889988329
29,70,52,544.5027430014306
29,70,53,554.0121210015059
29,70,54,555.0938840005983
29,70,55,510.5254869995406
29,70,56,506.3453999991907
29,70,57,523.9925040004891
29,70,58,512.1175029998994
29,70,59,548.8929610000923
29,70,60,559.705497998948
29,70,61,561.1098299996229
29,70,62,553.5824669987051
29,70,63,552.2978699991654
29,70,64,527.0712800011097
29,70,65,520.4554829997505
29,70,66,523.32734599986
29,70,67,568.6468330004573
29,70,68,561.3720649998868
29,70,69,560.0877489996492
29,70,70,530.7623999997304
29,70,71,527.3940690003656
29,70,72,508.9112639998348
29,70,73,512.915946999783
29,70,74,559.4649619997654
29,70,75,575.4264000006515
29,70,76,555.6382029990345
29,70,77,536.2922009990143
29,70,78,527.9556829991634
29,70,79,507.75941899883037
29,70,80,511.10644299842534
29,70,81,559.3918750000739
29,70,82,556.0318500010908
29,70,83,564.1514159997314
29,70,84,550.8283899998787
29,70,85,560.4300360009802
29,70,86,507.5223130006634
29,70,87,518.2898309994926
29,70,88,508.79913099925034
29,70,89,551.8428480008879
29,70,90,552.3261300004378
29,70,91,566.3026199999877
29,70,92,559.5459640007903
29,70,93,524.9903639996774
29,70,94,519.1103950000979
29,70,95,511.7010300000402
29,70,96,549.5855110002594
29,70,97,561.8608670010872
29,70,98,553.9478270002292
29,70,99,558.9649230005307
29,70,100,536.2864450016787
30,71,1,527.0636700006435
30,71,2,520.8095380003215
30,71,3,506.11784099965007
30,71,4,468.64414700030466
30,71,5,478.30591300044034
30,71,6,475.25120099999185
30,71,7,504.5354600006249
30,71,8,512.1678239993344
30,71,9,509.5275519997813
30,71,10,564.6064240008855
30,71,11,609.650270000202
30,71,12,545.190836999609
30,71,13,526.6998879997118
30,71,14,531.8831149998005
30,71,15,576.3179149998905
30,71,16,549.4454749987199
30,71,17,562.3158889993647
30,71,18,558.8923430004797
30,71,19,545.1246920001722
30,71,20,507.32060500013176
30,71,21,533.272783000939
30,71,22,546.2873180003953
30,71,23,558.9158549992135
30,71,24,558.6469790014235
30,71,25,533.4302519986522
30,71,26,506.0277060001681
30,71,27,504.28445499892405
30,71,28,513.9215220006008
30,71,29,538.076822000221
30,71,30,540.362013000049
30,71,31,533.0156159998296
30,71,32,543.9757320000354
30,71,33,542.5632450005651
30,71,34,543.0232359994989
30,71,35,517.115824000939
30,71,36,513.1538090008689
30,71,37,545.7852260005893
30,71,38,556.1845680003898
30,71,39,556.54167800094
30,71,40,555.202317000294
30,71,41,564.7759229996154
30,71,42,526.0436790013046
30,71,43,539.2674939994322
30,71,44,541.9137560002127
30,71,45,557.3787150005955
30,71,46,553.07761900076
30,71,47,545.9377099996345
30,71,48,538.402431000577
30,71,49,514.7695389987348
30,71,50,521.1196119998931
30,71,51,512.1422810007061
30,71,52,560.1372179989994
30,71,53,551.2776750001649
30,71,54,546.4006120000704
30,71,55,522.8684730009263
30,71,56,508.80473799952597
30,71,57,507.17416100087576
30,71,58,511.11903799937863
30,71,59,526.7485599997599
30,71,60,530.6140880002204
30,71,61,535.1988919992436
30,71,62,542.3969750008837
30,71,63,542.2471069996391
30,71,64,552.9539450017182
30,71,65,506.4261709994753
30,71,66,511.4286700008961
30,71,67,539.9017550007557
30,71,68,553.1308839999838
30,71,69,579.0162599987525
30,71,70,538.1851959991764
30,71,71,550.8943069999077
30,71,72,510.08453800022835
30,71,73,521.4586060010333
30,71,74,534.394173999317
30,71,75,559.6000499990623
30,71,76,553.9321119995293
30,71,77,555.9716990010202
30,71,78,522.5662760003615
30,71,79,509.570991000146
30,71,80,519.9439409989282
30,71,81,518.5442149995652
30,71,82,548.6544529994717
30,71,83,548.4819729990704
30,71,84,549.2988500009233
30,71,85,518.5785720004787
30,71,86,505.8685539988801
30,71,87,514.4567659990571
30,71,88,504.4520810006361
30,71,89,496.3983019988518
30,71,90,550.7278349996341
30,71,91,550.2388380009506
30,71,92,556.1056170008669
30,71,93,551.1078489998908
30,71,94,503.7084679988766
30,71,95,512.1592880004755
30,71,96,511.7519989998982
30,71,97,539.4687690004503
30,71,98,571.3067449996743
30,71,99,558.69660999997
30,71,100,566.5335600006074
31,72,1,543.0808910004998
31,72,2,519.6619529997406
31,72,3,505.5769129994587
31,72,4,468.46298499986005
31,72,5,474.454651999622
31,72,6,472.19956000117236
31,72,7,473.2308379989263
31,72,8,493.58399499942607
31,72,9,516.1329029997432
31,72,10,549.9628450015734
31,72,11,566.5814759995556
31,72,12,557.8646459998708
31,72,13,517.4659330004943
31,72,14,514.1705129990441
31,72,15,532.5258039993059
31,72,16,567.1094970002741
31,72,17,566.025410000293
31,72,18,555.1228059994173
31,72,19,561.085538000043
31,72,20,531.7133200005628
31,72,21,515.9977350012923
31,72,22,509.3697289994452
31,72,23,554.9816349994217
31,72,24,556.3500469997962
31,72,25,557.9456200011919
31,72,26,551.6008029990189
31,72,27,513.1166569990455
31,72,28,504.5236340010888
31,72,29,507.6241149999987
31,72,30,548.579411000901
31,72,31,556.9351450012618
31,72,32,550.0737290003599
31,72,33,553.1144030010182
31,72,34,562.1160539994889
31,72,35,513.7478380001994
31,72,36,498.7907360009558
31,72,37,523.4123529990029
31,72,38,543.4287730004144
31,72,39,558.1120859988005
31,72,40,574.6436039989931
31,72,41,547.1227240013832
31,72,42,563.316093001049
31,72,43,502.31309099945065
31,72,44,511.9961369982775
31,72,45,529.1866820007272
31,72,46,557.0716000001994
31,72,47,550.6309409993264
31,72,48,566.0560090000217
31,72,49,539.5215259995894
31,72,50,512.6956539988896
31,72,51,513.8925339997513
31,72,52,505.7556170013413
31,72,53,552.9509689986298
31,72,54,551.9636299995909
31,72,55,564.2474109990872
31,72,56,520.1895450009033
31,72,57,516.6095170006884
31,72,58,508.2806869995693
31,72,59,511.7693709999003
31,72,60,556.5572609993978
31,72,61,551.2703010008408
31,72,62,549.6067290005158
31,72,63,557.6815509994049
31,72,64,552.1783439999126
31,72,65,519.2119619987352
31,72,66,523.9142770005856
31,72,67,514.0309139987949
31,72,68,538.3502779986884
31,72,69,584.7983430012391
31,72,70,552.1992160010996
31,72,71,570.272307999403
31,72,72,560.6259819996922
31,72,73,523.0106689996319
31,72,74,520.2143179994891
31,72,75,546.8002040015563
31,72,76,551.1421929986682
31,72,77,552.1933279997029
31,72,78,555.0029429996357
31,72,79,509.2907739999646
31,72,80,511.3035470003524
31,72,81,517.4022570008674
31,72,82,534.2443619992991
31,72,83,563.222056000086
31,72,84,572.1217130012519
31,72,85,567.2564059987053
31,72,86,561.6511370008084
31,72,87,543.5391840001103
31,72,88,538.2528039990575
31,72,89,530.4588230010268
31,72,90,541.716630999872
31,72,91,541.4399359997333
31,72,92,525.1213159990584
31,72,93,539.8656879988266
31,72,94,531.7577990008431
31,72,95,526.9226110012823
31,72,96,535.5029410002317
31,72,97,525.2453260000038
31,72,98,516.3815840005554
31,72,99,515.0154429993563
31,72,100,523.9705690000847
32,73,1,525.2797569992254
32,73,2,520.1982079997833
32,73,3,517.2860479997325
32,73,4,523.1685920007294
32,73,5,538.8805839993438
32,73,6,497.8004680015147
32,73,7,498.20685899976525
32,73,8,499.1980249997141
32,73,9,498.5486129990022
32,73,10,536.7116990000795
32,73,11,544.7117410003557
32,73,12,545.3226589997939
32,73,13,557.9660759995022
32,73,14,539.4195240005502
32,73,15,549.8375110000779
32,73,16,548.1542300003639
32,73,17,538.5491809993255
32,73,18,535.0133880001522
32,73,19,540.2817409994896
32,73,20,537.148014000195
32,73,21,562.1979640000063
32,73,22,535.2523919991654
32,73,23,547.2379450002336
32,73,24,520.8974389988725
32,73,25,541.3524809991941
32,73,26,539.1951830006292
32,73,27,534.926340000311
32,73,28,527.7024979986891
32,73,29,532.963263000056
32,73,30,545.0400000008813
32,73,31,529.3613849989924
32,73,32,530.8218210011546
32,73,33,548.828056000275
32,73,34,542.8264459987986
32,73,35,533.4186180007237
32,73,36,523.0988559997058
32,73,37,531.7573110005469
32,73,38,543.1381589987723
32,73,39,548.1162599990057
32,73,40,520.290907999879
32,73,41,530.6167200014897
32,73,42,526.0703650001233
32,73,43,532.0985649996146
32,73,44,528.3194439998624
32,73,45,525.8586170002673
32,73,46,537.3570770007063
32,73,47,528.3606859993597
32,73,48,538.6805349990027
32,73,49,528.4298099995794
32,73,50,542.2032429996761
32,73,51,530.2768540004763
32,73,52,538.8240459997178
32,73,53,529.7850839997409
32,73,54,528.637538998737
32,73,55,532.2016199988866
32,73,56,554.0004389986279
32,73,57,541.8429040000774
32,73,58,522.5364849993639
32,73,59,536.1817160010105
32,73,60,523.0286109999724
32,73,61,539.5108129996515
32,73,62,530.8275560000766
32,73,63,523.1124220008496
32,73,64,533.9969090000523
32,73,65,533.8873399996373
32,73,66,523.6791489987809
32,73,67,528.9874070003862
32,73,68,525.9496609996859
32,73,69,542.480735000936
32,73,70,539.3054470005154
32,73,71,550.5482539992954
32,73,72,526.0962800002744
32,73,73,533.0286759999581
32,73,74,533.0352649998531
32,73,75,531.6516020011477
32,73,76,523.2911620005325
32,73,77,542.6546500002587
32,73,78,529.0057160000288
32,73,79,546.6120729997783
32,73,80,534.8027750005713
32,73,81,548.0953509995743
32,73,82,524.9344650001149
32,73,83,537.4336229997425
32,73,84,540.1103269996383
32,73,85,534.8627309995209
32,73,86,532.5017679988377
32,73,87,539.5127709998633
32,73,88,539.6995409992087
32,73,89,538.4840590013482
32,73,90,539.4797799999651
32,73,91,531.382698998641
32,73,92,536.6117200010194
32,73,93,542.5502540001617
32,73,94,529.182423999373
32,73,95,529.8605610005325
32,73,96,524.3843759999436
32,73,97,535.8959830009553
32,73,98,526.3641090004967
32,73,99,526.8078629997035
32,73,100,538.1302309997409
33,74,1,501.85095300003013
33,74,2,491.88478799987934
33,74,3,493.9611440004228
33,74,4,497.8882360010175
33,74,5,503.5118270006933
33,74,6,489.9444880011288
33,74,7,501.00814399957017
33,74,8,493.1616420017235
33,74,9,499.17049199939356
33,74,10,531.2424699986877
33,74,11,553.1910660010908
33,74,12,538.3407760000409
33,74,13,535.4640879995713
33,74,14,547.9999859999225
33,74,15,540.760964000583
33,74,16,541.4078479989257
33,74,17,528.6627489986131
33,74,18,534.5059689989284
33,74,19,532.8980889989907
33,74,20,525.0620039987552
33,74,21,529.2022859994177
33,74,22,531.96825699888
33,74,23,521.2564829998882
33,74,24,516.2172109994572
33,74,25,525.5969680001726
33,74,26,519.1866330005723
33,74,27,520.3917099988757
33,74,28,512.7976659987326
33,74,29,528.8618909999059
33,74,30,522.4919259999297
33,74,31,522.2544799999014
33,74,32,514.5537049993436
33,74,33,535.9019919997081
33,74,34,547.9464750005718
33,74,35,537.9166829989117
33,74,36,518.7238550006441
33,74,37,538.0021820001275
33,74,38,530.1897360004659
33,74,39,535.0818499991874
33,74,40,541.2997719995474
33,74,41,545.3953039996122
33,74,42,524.3063280013303
33,74,43,530.4113490001328
33,74,44,535.7255679991795
33,74,45,539.4588760009356
33,74,46,534.4329939998715
33,74,47,554.992265000692
33,74,48,538.5682369997085
33,74,49,531.8913720002456
33,74,50,516.1739890008903
33,74,51,525.5553810002311
33,74,52,530.2455399996688
33,74,53,547.1944500004611
33,74,54,535.4102769997553
33,74,55,570.0091910002811
33,74,56,557.3439550007606
33,74,57,554.421889999503
33,74,58,551.2364490004984
33,74,59,570.905810000113
33,74,60,566.5736509999988
33,74,61,553.6589510011254
33,74,62,580.8030190000864
33,74,63,545.0436529990839
33,74,64,570.5253029991582
33,74,65,552.5366809997649
33,74,66,566.6189040002791
33,74,67,572.9041049999068
33,74,68,561.7441770009464
33,74,69,550.203564000185
33,74,70,544.2720650007686
33,74,71,536.8083880002814
33,74,72,530.5203370007803
33,74,73,535.8209489986621
33,74,74,544.474293001258
33,74,75,537.2492780006723
33,74,76,534.0388780005014
33,74,77,487.60141899947484
33,74,78,490.3365150003083
33,74,79,487.1259690007719
33,74,80,501.9188700007362
33,74,81,499.9697240000387
33,74,82,532.5831829995877
33,74,83,529.8251459989842
33,74,84,514.7614900015469
33,74,85,519.3459300007817
33,74,86,512.9642850006348
33,74,87,529.9808560012025
33,74,88,515.845571000682
33,74,89,516.6876450002746
33,74,90,523.13292999861
33,74,91,517.1728990007978
33,74,92,505.7629220009403
33,74,93,559.6741340013978
33,74,94,564.8523130003014
33,74,95,570.5952219996107
33,74,96,565.2330060001987
33,74,97,569.1321730009804
33,74,98,556.6292399998929
33,74,99,571.9913989996712
33,74,100,557.1629320002103
34,75,1,492.69278999963717
34,75,2,505.393006000304
34,75,3,494.3758469999011
34,75,4,507.91510000090057
34,75,5,495.9669380004925
34,75,6,490.44029299875547
34,75,7,489.9581549998402
34,75,8,496.51953500142554
34,75,9,512.1211869991384
34,75,10,500.41348800004926
34,75,11,540.4204850001406
34,75,12,554.190421000385
34,75,13,534.0019680006662
34,75,14,539.7842200000014
34,75,15,533.389532000001
34,75,16,533.8797889999114
34,75,17,536.4528949994565
34,75,18,549.3717389999802
34,75,19,545.7061320012144
34,75,20,547.8633209986583
34,75,21,542.0677040001465
34,75,22,551.8536549989221
34,75,23,531.8960069998866
34,75,24,540.2371710006264
34,75,25,532.0175929991819
34,75,26,550.4249450004863
34,75,27,530.6239599995024
34,75,28,552.9798900006426
34,75,29,535.9103669998149
34,75,30,547.0652439998958
34,75,31,542.4519640000653
34,75,32,533.5765510008059
34,75,33,535.8220899997832
34,75,34,542.4065600000176
34,75,35,547.6094719997491
34,75,36,533.5593550007616
34,75,37,533.8279900006455
34,75,38,533.7378109998099
34,75,39,533.9053030002106
34,75,40,545.9355419989151
34,75,41,524.566677000621
34,75,42,548.0756180004391
34,75,43,543.633088000206
34,75,44,546.3772000002791
34,75,45,552.4870569988707
34,75,46,548.5333169999649
34,75,47,570.1083700005256
34,75,48,536.7259249997005
34,75,49,547.2593200011033
34,75,50,530.6632819992956
34,75,51,546.1567349993857
34,75,52,535.5577180016553
34,75,53,540.4700079998292
34,75,54,532.9900209999323
34,75,55,540.0944930006517
34,75,56,530.2299689992651
34,75,57,530.5365450003592
34,75,58,532.7694909992715
34,75,59,532.1259450010984
34,75,60,527.8167579999717
34,75,61,542.0876759999373
34,75,62,532.9170639997756
34,75,63,546.4487610006472
34,75,64,524.0910299999086
34,75,65,541.6537710007105
34,75,66,532.6521120005054
34,75,67,537.0733609997842
34,75,68,529.576017999716
34,75,69,533.4423669992248
34,75,70,539.8255150012119
34,75,71,531.9260809992556
34,75,72,536.7804239995166
34,75,73,545.2153559999715
34,75,74,538.1432079993829
34,75,75,541.4252000009583
34,75,76,539.3478139994841
34,75,77,547.4876719999884
34,75,78,541.4762869986589
34,75,79,563.8048820001131
34,75,80,543.8696369983518
34,75,81,536.6605099989101
34,75,82,546.1555309993855
34,75,83,538.2994139999937
34,75,84,545.2447489988117
34,75,85,531.5041360008763
34,75,86,548.2066289987415
34,75,87,533.7487999986479
34,75,88,545.6237630005489
34,75,89,529.9065790004533
34,75,90,539.3954999999551
34,75,91,540.7769689991255
34,75,92,543.5359069997503
34,75,93,536.1135460007063
34,75,94,534.5736859999306
34,75,95,550.1632429986785
34,75,96,536.1540529993363
34,75,97,546.7431519991806
34,75,98,542.0499989995733
34,75,99,551.0528739996516
34,75,100,538.001840999641
35,76,1,502.5921880005626
35,76,2,505.510734001291
35,76,3,488.00346400093986
35,76,4,493.8775680002436
35,76,5,499.81568600014725
35,76,6,493.05967799955397
35,76,7,504.6590069996455
35,76,8,507.92774299952725
35,76,9,509.0187200003129
35,76,10,515.619746000084
35,76,11,544.8165010002413
35,76,12,544.1858809990663
35,76,13,562.0138970007247
35,76,14,556.9623899991711
35,76,15,565.5296840013762
35,76,16,564.4397539999773
35,76,17,570.6124040007126
35,76,18,567.2967790014809
35,76,19,547.1831040013058
35,76,20,522.1267409997381
35,76,21,548.0827930005034
35,76,22,528.9555180006573
35,76,23,531.689675999587
35,76,24,536.1329460010893
35,76,25,534.1975400006049
35,76,26,540.6792950016097
35,76,27,544.3734350010345
35,76,28,532.9083429987804
35,76,29,526.1819930001366
35,76,30,539.7143560003315
35,76,31,546.8330389994662
35,76,32,533.405706000849
35,76,33,526.1976179990597
35,76,34,536.8162819995632
35,76,35,540.8270210009505
35,76,36,550.5661400002282
35,76,37,549.29908899976
35,76,38,535.9041850006179
35,76,39,532.7108739984396
35,76,40,538.8995239991345
35,76,41,543.2918040005461
35,76,42,570.7478469994385
35,76,43,541.9703379993734
35,76,44,560.9082050013967
35,76,45,541.4227620003658
35,76,46,559.8411729988584
35,76,47,542.2837249989243
35,76,48,547.8470409998408
35,76,49,553.9906510002766
35,76,50,546.1830909989658
35,76,51,533.6991299991496
35,76,52,546.8478759994468
35,76,53,535.7323900007032
35,76,54,541.7306979998102
35,76,55,538.5659339990525
35,76,56,528.4593289998156
35,76,57,537.082423999891
35,76,58,529.5024970000668
35,76,59,528.9672159997281
35,76,60,529.0641440005857
35,76,61,527.4001420002605
35,76,62,539.7447300001659
35,76,63,541.0556999995606
35,76,64,535.9762069983844
35,76,65,537.8794959997322
35,76,66,539.2073899984098
35,76,67,534.6699380006612
35,76,68,548.8254689989844
35,76,69,544.1949289997865
35,76,70,522.2511040010431
35,76,71,544.7797899996658
35,76,72,528.4169970000221
35,76,73,550.5269409986795
35,76,74,535.5109449992597
35,76,75,545.9454570009257
35,76,76,546.2454139997135
35,76,77,553.9243349994649
35,76,78,534.6924320001563
35,76,79,558.5034949999681
35,76,80,541.559891000361
35,76,81,548.0213600003481
35,76,82,529.4742629994289
35,76,83,537.9184310004348
35,76,84,533.0756829989696
35,76,85,527.7299879999191
35,76,86,535.7243819998985
35,76,87,549.4340810000722
35,76,88,540.3987220015551
35,76,89,523.8955370004987
35,76,90,545.3518409995013
35,76,91,535.2328709996073
35,76,92,541.0187779998523
35,76,93,549.5675649999612
35,76,94,532.5622439995641
35,76,95,534.4527710003604
35,76,96,532.4566780000168
35,76,97,538.4315339997556
35,76,98,554.2005699990113
35,76,99,539.9588939999376
35,76,100,548.7136449992249
36,77,1,496.887904999312
36,77,2,497.71594800040475
36,77,3,509.50593699963065
36,77,4,491.18937000093865
36,77,5,496.48795400025847
36,77,6,484.8166140000103
36,77,7,487.4645799991413
36,77,8,494.17399000049045
36,77,9,499.1323949998332
36,77,10,501.1216080001759
36,77,11,536.1519359994418
36,77,12,562.3736929992447
36,77,13,537.2092739999061
36,77,14,540.9275820002222
36,77,15,538.885220001248
36,77,16,532.8817899990099
36,77,17,530.0039230005495
36,77,18,529.1101610000624
36,77,19,534.0780410006118
36,77,20,526.350004998676
36,77,21,527.6928340008453
36,77,22,522.2150160007004
36,77,23,532.0966750005027
36,77,24,524.6107739985746
36,77,25,521.7403790011303
36,77,26,525.423184999454
36,77,27,527.6245459990605
36,77,28,534.1138460007642
36,77,29,525.9120589998929
36,77,30,536.4902560013434
36,77,31,542.1867370005202
36,77,32,530.5091340014769
36,77,33,544.1300840011536
36,77,34,528.7290190008207
36,77,35,546.2827060000564
36,77,36,538.6204260012164
36,77,37,558.4965859998192
36,77,38,532.0037199999206
36,77,39,540.6833170000027
36,77,40,524.9779610003316
36,77,41,537.8276770006778
36,77,42,530.8297669998865
36,77,43,536.6939159994217
36,77,44,546.3412709996192
36,77,45,545.1079510003183
36,77,46,523.0353810002271
36,77,47,576.1978030004684
36,77,48,527.8736979998939
36,77,49,534.3015660000674
36,77,50,532.6455249996798
36,77,51,529.7639339987654
36,77,52,532.634606001011
36,77,53,530.4186850007682
36,77,54,539.5389879995491
36,77,55,541.4972319995286
36,77,56,545.9215890004998
36,77,57,553.7148340008571
36,77,58,544.1983379987505
36,77,59,530.0485230000049
36,77,60,547.2922329990979
36,77,61,562.5134190013341
36,77,62,550.1190100003441
36,77,63,547.2401959996205
36,77,64,536.0729639996862
36,77,65,553.9358420010103
36,77,66,547.6409769999009
36,77,67,536.4836059998197
36,77,68,543.3736610011692
36,77,69,536.480782999206
36,77,70,537.9912459993648
36,77,71,533.7797299998783
36,77,72,533.4078989999398
36,77,73,535.4787400010537
36,77,74,544.3646580006316
36,77,75,519.0858730002219
36,77,76,528.3682959998259
36,77,77,540.5338860000484
36,77,78,528.5560419997637
36,77,79,530.0368959997286
36,77,80,551.2733120012854
36,77,81,525.7725890005531
36,77,82,529.5938330000354
36,77,83,535.4866189991299
36,77,84,516.1604669992812
36,77,85,532.3001140004635
36,77,86,529.595199999676
36,77,87,538.4111829989706
36,77,88,526.2621000001673
36,77,89,545.2456359998905
36,77,90,531.1208050006826
36,77,91,560.9329149992845
36,77,92,541.5212079988123
36,77,93,540.3277810000873
36,77,94,531.4071390002937
36,77,95,547.728936000567
36,77,96,523.2257250008843
36,77,97,545.9619530010968
36,77,98,527.5496009999188
36,77,99,531.405587998961
36,77,100,528.1170760008536
37,78,1,502.99749599980714
37,78,2,505.98879900098837
37,78,3,513.3495680001943
37,78,4,502.4878839994926
37,78,5,496.0875790002319
37,78,6,493.79047000002174
37,78,7,492.57280100027856
37,78,8,534.6554099996865
37,78,9,553.7150580003072
37,78,10,566.2585030004266
37,78,11,533.6086320003233
37,78,12,565.8412880002288
37,78,13,530.1391699995293
37,78,14,548.0088020012772
37,78,15,544.3467800014332
37,78,16,534.6783370005141
37,78,17,526.8852059998608
37,78,18,564.0787570009707
37,78,19,545.7111340001575
37,78,20,552.203881999958
37,78,21,549.6044810006424
37,78,22,571.4149020004697
37,78,23,523.6444519996439
37,78,24,551.3314550007635
37,78,25,531.8390319989703
37,78,26,536.9856729994353
37,78,27,544.2365919989243
37,78,28,546.4638640005433
37,78,29,545.9506240003975
37,78,30,534.7296170002664
37,78,31,550.5931560001045
37,78,32,539.1936959986197
37,78,33,531.7726129997027
37,78,34,540.1142640002945
37,78,35,535.773892999714
37,78,36,558.9784990006592
37,78,37,527.2785239994846
37,78,38,626.6585159992246
37,78,39,568.5987630004092
37,78,40,569.9570950000634
37,78,41,542.9782669998531
37,78,42,532.0636659998854
37,78,43,544.6372099995642
37,78,44,526.5879979997408
37,78,45,536.3694819989178
37,78,46,533.87397699953
37,78,47,548.0527199997596
37,78,48,542.9774419990281
37,78,49,549.4412200005172
37,78,50,541.3863489993673
37,78,51,543.585310000708
37,78,52,531.2373479991948
37,78,53,540.7087870007672
37,78,54,551.9267660001788
37,78,55,540.1341350006987
37,78,56,526.1626680003246
37,78,57,530.9748889994808
37,78,58,540.2531689996977
37,78,59,538.2051850010612
37,78,60,533.4911339996324
37,78,61,540.295632001289
37,78,62,532.7288009993936
37,78,63,528.2569319988397
37,78,64,598.4219439997105
37,78,65,557.8041489989118
37,78,66,549.8345439991681
37,78,67,540.2006650001567
37,78,68,537.7802879993396
37,78,69,527.6524620003329
37,78,70,536.306734999016
37,78,71,536.8392780001159
37,78,72,526.1083479999797
37,78,73,537.4657480006135
37,78,74,540.1457599982677
37,78,75,543.7846569984686
37,78,76,540.0845529984508
37,78,77,539.7368260000803
37,78,78,552.8253789998416
37,78,79,529.5103850003215
37,78,80,536.5638049988775
37,78,81,534.9805040004867
37,78,82,539.8112829989259
37,78,83,538.2629140003701
37,78,84,528.6410300013813
37,78,85,527.6162209993345
37,78,86,530.1123010012816
37,78,87,539.8801369992725
37,78,88,533.1605239989585
37,78,89,545.1467020011478
37,78,90,535.0931419998233
