episode,seed,inference,latency_ms
1,42,92,609.2875820004338
1,42,93,615.9724039998764
1,42,94,623.0084050002915
1,42,95,617.6544820000345
1,42,96,615.4404700000669
1,42,97,614.7835790006866
1,42,98,608.4101420001389
1,42,99,591.4762789998349
1,42,100,616.6019580005013
2,43,1,710.5749029997241
2,43,2,635.9788409999965
2,43,3,607.4367879991769
2,43,4,609.5942400006606
2,43,5,609.1530290004812
2,43,6,611.2231979996068
2,43,7,617.8200730000754
2,43,8,617.9901229997995
2,43,9,630.9421590003694
2,43,10,623.2357670005513
2,43,11,670.9935680000854
2,43,12,605.7538859995475
2,43,13,621.374850000393
2,43,14,623.020359000293
2,43,15,640.420185000039
2,43,16,629.098428999896
2,43,17,617.4201300000277
2,43,18,654.3409240002802
2,43,19,615.0803030004681
2,43,20,616.158398999687
2,43,21,614.5442979996005
2,43,22,596.5739010007383
3,44,1,650.4023450006571
3,44,2,625.0464580007247
3,44,3,640.6776570001966
3,44,4,642.2624980004912
3,44,5,614.4658429993797
3,44,6,611.1948199995823
3,44,7,624.0276109992919
3,44,8,614.473084000565
3,44,9,630.6923560005089
3,44,10,616.7688569994425
3,44,11,623.9753580002798
3,44,12,624.2044720002013
3,44,13,620.2741679999235
3,44,14,628.7916100000075
3,44,15,617.4402340002416
3,44,16,631.6866500001197
3,44,17,604.467576999923
3,44,18,614.5754609997311
3,44,19,635.587065999971
3,44,20,630.1634799992826
3,44,21,613.1999760000326
3,44,22,626.8898999996964
3,44,23,615.1537410005403
3,44,24,629.6382040000026
3,44,25,617.6213879998613
3,44,26,624.7396959997786
3,44,27,672.9317649997029
3,44,28,641.7235269991579
3,44,29,612.299276000158
3,44,30,618.7548919997425
3,44,31,621.036911000374
3,44,32,602.7948760001891
3,44,33,604.6209219994125
3,44,34,613.6154530004205
3,44,35,634.9971159997949
3,44,36,627.6159949993598
3,44,37,611.8664360001276
3,44,38,614.7042210004656
3,44,39,623.8705529995059
3,44,40,608.3295279995582
3,44,41,627.3428939994119
3,44,42,618.6921380003696
3,44,43,634.672273000433
3,44,44,619.1692189995592
3,44,45,618.4359700000641
3,44,46,609.405116999369
3,44,47,609.9438030005331
3,44,48,625.535549000233
3,44,49,665.6583759995556
3,44,50,632.4371519995111
3,44,51,621.7547480000576
3,44,52,617.232163999688
3,44,53,618.3669290003309
3,44,54,648.0425680001645
3,44,55,622.1319799997218
3,44,56,634.2755980003858
3,44,57,631.0005810000803
3,44,58,627.8175229999761
3,44,59,650.4757200000313
3,44,60,604.069422000066
3,44,61,607.7883640000437
3,44,62,609.8517980008182
3,44,63,625.5546630000026
3,44,64,627.9393719996733
3,44,65,631.9760910000696
3,44,66,619.9250930003473
3,44,67,633.0043370007843
3,44,68,611.2369080001372
3,44,69,617.3824110001078
3,44,70,617.809096000201
3,44,71,622.6785740000196
3,44,72,612.4104829996213
3,44,73,618.431609000254
3,44,74,619.6061649998228
3,44,75,619.2326269992918
3,44,76,617.7752699995835
3,44,77,613.5890879995713
3,44,78,605.0223599995661
3,44,79,625.3967589991589
3,44,80,634.4630120001966
3,44,81,635.1317329999802
3,44,82,632.5638210000761
3,44,83,616.7008390002593
3,44,84,625.0253070002145
3,44,85,614.3156710004405
3,44,86,623.3459719996972
3,44,87,624.1786000000502
3,44,88,645.4453500000454
3,44,89,625.168255999597
3,44,90,648.7681749995318
3,44,91,650.8285050003906
3,44,92,619.6213700004591
3,44,93,640.4714290001721
3,44,94,624.5749470008377
3,44,95,1103.6670229996162
3,44,96,1110.1729629999681
3,44,97,1032.612040999993
3,44,98,987.6371620002828
3,44,99,1001.9267879997642
3,44,100,937.1875659999205
4,45,1,669.9494040003628
4,45,2,617.9403520000051
4,45,3,619.6386490000805
4,45,4,621.9639190003363
4,45,5,630.5728790002831
4,45,6,625.0034760005292
4,45,7,632.803313000295
4,45,8,633.8501800000813
4,45,9,640.9745399996609
4,45,10,649.2375600000742
4,45,11,615.8957560000999
4,45,12,629.0794149999783
4,45,13,622.51981099962
4,45,14,625.721519999388
4,45,15,623.6562170006437
4,45,16,629.8544510000283
4,45,17,632.8598199997941
4,45,18,624.1515660003643
4,45,19,628.7438260005729
4,45,20,621.1405550002382
4,45,21,648.5577530002047
4,45,22,626.0233009998046
4,45,23,621.6551629995593
4,45,24,633.2736550002664
4,45,25,638.675026000783
4,45,26,638.7066750003214
4,45,27,614.0373529997305
4,45,28,625.2557630004958
4,45,29,631.2546139997721
4,45,30,629.7968879998734
4,45,31,613.1086589994084
4,45,32,644.246234000093
4,45,33,611.1918970000261
4,45,34,607.0503319997442
4,45,35,624.8731289997522
4,45,36,613.5190790000706
4,45,37,604.6204730000682
4,45,38,605.1271590004035
4,45,39,631.0973589997957
4,45,40,618.1794009999066
4,45,41,643.628040999829
4,45,42,635.8862580000277
4,45,43,638.3138399996824
4,45,44,617.3458110006322
4,45,45,614.75931699988
4,45,46,619.7596789997988
4,45,47,621.5707179999299
4,45,48,627.2384620006051
4,45,49,608.653322000464
4,45,50,624.7783819999313
4,45,51,606.4921209999738
4,45,52,607.9881079995175
4,45,53,601.4887470000758
4,45,54,621.274899999662
4,45,55,610.83746300028
4,45,56,615.0638839999374
4,45,57,622.2163230004298
4,45,58,631.8950719996792
4,45,59,617.1800599995549
4,45,60,620.9395760006373
4,45,61,637.2612619998108
4,45,62,599.6951619999891
4,45,63,617.939879000005
4,45,64,606.0835299995233
4,45,65,613.0949489997874
4,45,66,619.9549390003085
4,45,67,632.7663069996561
4,45,68,615.5482750000374
4,45,69,628.9429440003005
4,45,70,618.3302500003265
4,45,71,614.6821709999131
4,45,72,601.3085370004774
4,45,73,622.5716660001126
4,45,74,613.2764100002532
4,45,75,604.804139999942
4,45,76,614.0507830004935
4,45,77,615.757788999872
4,45,78,610.412214000462
4,45,79,607.3713489995498
4,45,80,681.4375059993836
4,45,81,594.0619009998045
4,45,82,627.9282140003488
4,45,83,630.5562930001543
4,45,84,658.4165519998351
4,45,85,615.5643820002297
4,45,86,762.4576279995381
4,45,87,632.4277789999542
4,45,88,628.494674000649
4,45,89,619.780684000034
4,45,90,622.0598459995017
4,45,91,637.9525249994913
4,45,92,625.9369509998578
4,45,93,637.32833999984
4,45,94,626.7779729996619
4,45,95,628.7281309996615
4,45,96,637.0860859997265
4,45,97,614.5173709992378
4,45,98,625.7654310002181
4,45,99,612.7150779993826
4,45,100,624.120657000276
5,46,1,640.3214950005349
5,46,2,628.2810949996929
5,46,3,636.9908110000324
5,46,4,608.6507959998926
5,46,5,625.9267409996028
5,46,6,629.8609900004521
5,46,7,627.4403179995716
5,46,8,614.8317939996559
5,46,9,619.1291380000621
5,46,10,607.5132229998417
5,46,11,612.6961380005014
5,46,12,612.1488430007958
5,46,13,632.5562199999695
5,46,14,634.0473979998933
5,46,15,631.9584819993906
5,46,16,614.2426100004741
5,46,17,621.9044999998005
5,46,18,567.1092419997876
5,46,19,552.3335870002484
5,46,20,548.9300039998852
5,46,21,558.3965970008649
5,46,22,571.1284059998434
5,46,23,524.2719709995072
5,46,24,535.141874999681
5,46,25,538.8248629997179
5,46,26,530.6812270000592
5,46,27,529.5611139999892
5,46,28,508.3796680000887
5,46,29,544.9215409998942
5,46,30,544.793817000027
5,46,31,588.0249940000795
5,46,32,577.8213470002811
5,46,33,579.2997620001188
5,46,34,591.0959129996627
5,46,35,594.6313519998512
5,46,36,581.2503440001819
5,46,37,616.6421380003158
5,46,38,627.5661200006653
5,46,39,623.1543800004147
5,46,40,603.8663560002533
5,46,41,637.3869019998892
5,46,42,642.9763209998782
5,46,43,640.1308399999834
5,46,44,633.5352430005514
5,46,45,634.3405939996956
5,46,46,654.2770179994477
5,46,47,631.4819330000319
5,46,48,632.037622000098
5,46,49,617.6120489999448
5,46,50,632.7380780003296
5,46,51,615.044668000337
5,46,52,592.1316370004206
5,46,53,618.2247019996794
5,46,54,522.5164309995307
5,46,55,595.1752239998314
5,46,56,602.2741769993445
5,46,57,585.5233849997603
5,46,58,577.7666660005707
5,46,59,575.8423130000665
5,46,60,575.8004919998712
5,46,61,592.8887330001089
5,46,62,573.1471050003165
5,46,63,565.9625330008566
5,46,64,574.3901959995128
5,46,65,578.575570000794
5,46,66,594.9526040003548
5,46,67,581.3140320005914
5,46,68,647.3902380002983
5,46,69,635.0533959994209
5,46,70,656.3259390004532
5,46,71,631.1650770003325
5,46,72,743.758908000018
5,46,73,699.2049939999561
5,46,74,648.7472989992966
5,46,75,647.9157209996629
5,46,76,611.862663001375
5,46,77,597.3984599986579
5,46,78,604.0645269986271
5,46,79,602.5614749996748
5,46,80,596.6936870008794
5,46,81,603.8858579995576
5,46,82,623.7384460000612
5,46,83,612.6679980006884
5,46,84,616.1547820011037
5,46,85,658.1885169998714
5,46,86,643.0189049988257
5,46,87,627.0203149997542
5,46,88,625.7309410011658
5,46,89,611.8619619992387
5,46,90,610.4518980009743
5,46,91,625.5460270003823
5,46,92,605.1339440000447
5,46,93,582.1021840001777
5,46,94,613.6347299998306
5,46,95,612.7351710001676
5,46,96,603.0923319995054
5,46,97,611.1976239990327
5,46,98,610.4223370002728
5,46,99,609.5078230009676
5,46,100,608.2551549989148
6,47,1,644.8752539999987
6,47,2,616.9537530004163
6,47,3,610.4270380001253
6,47,4,626.4792439997109
6,47,5,619.785934999527
6,47,6,655.1909249992605
6,47,7,632.5351020004746
6,47,8,686.9903080005315
6,47,9,652.469945998746
6,47,10,646.0569800001394
6,47,11,650.0018200003979
6,47,12,675.0786209995567
6,47,13,615.8016459994542
6,47,14,608.5615840001992
6,47,15,633.5102510001889
6,47,16,626.7500730009488
6,47,17,597.0109080008115
6,47,18,591.0635279997223
6,47,19,629.1473410001345
6,47,20,720.7578630004718
6,47,21,641.9086070000048
6,47,22,631.9030939994263
6,47,23,828.5137439997925
6,47,24,644.3111759999738
6,47,25,652.6816100013093
6,47,26,731.7655209990335
6,47,27,626.3156139993953
6,47,28,608.1431869988592
6,47,29,606.6369700001815
6,47,30,618.8043410002138
6,47,31,620.9771610010648
6,47,32,631.0963500000071
6,47,33,616.4432499990653
6,47,34,598.5317020004004
6,47,35,648.3514519986784
6,47,36,629.2168479994871
6,47,37,642.7246969997213
6,47,38,595.3142079997633
6,47,39,679.2687979996117
6,47,40,671.2658030010061
6,47,41,638.0731819990615
6,47,42,586.0347580000962
6,47,43,650.288613000157
6,47,44,648.5875079997641
6,47,45,650.9904909999022
6,47,46,605.3617150009813
6,47,47,590.2330099997926
6,47,48,627.8998929992667
6,47,49,620.563681000931
6,47,50,639.2465379994974
6,47,51,625.5749179999839
6,47,52,620.8423250009218
6,47,53,636.7433319992415
6,47,54,642.35662000101
6,47,55,660.1007110002683
6,47,56,609.1392269991047
6,47,57,640.6969469990145
6,47,58,648.5185660003481
6,47,59,604.4153839993669
6,47,60,585.0916960007453
6,47,61,659.3946320008399
6,47,62,650.2857550003682
6,47,63,600.8299400000396
6,47,64,592.7282430002379
6,47,65,627.8851099996245
6,47,66,629.0681669997866
6,47,67,605.2057340002648
6,47,68,607.6711180012353
6,47,69,611.0285569993721
6,47,70,649.532965000617
6,47,71,657.0046500000899
6,47,72,650.3981550013123
6,47,73,588.9231119999749
6,47,74,665.2122929990583
6,47,75,663.0794659995445
6,47,76,642.11278699986
6,47,77,602.3828880006477
6,47,78,652.2978739994869
6,47,79,657.7309739986958
6,47,80,616.9902499987074
6,47,81,595.2712260004773
6,47,82,587.4013770007878
6,47,83,616.1552810008288
6,47,84,634.0663619994302
6,47,85,603.9757990001817
6,47,86,625.713690998964
6,47,87,584.8843029998534
6,47,88,640.4775970004266
6,47,89,654.2573789993185
6,47,90,632.7409349996742
6,47,91,595.6359709998651
6,47,92,656.6548090013384
6,47,93,659.3398280001566
6,47,94,628.960014999393
6,47,95,597.8087059993413
6,47,96,680.5414499995095
6,47,97,648.0940710007417
6,47,98,599.4092030014144
6,47,99,585.6248809996032
6,47,100,600.0199320005777
7,48,1,768.0720299995301
7,48,2,619.9028380015079
7,48,3,593.5462739998911
7,48,4,642.8760999988299
7,48,5,659.3411400008335
7,48,6,583.8515569994343
7,48,7,585.2404109991767
7,48,8,603.82702500101
7,48,9,636.7801989999862
7,48,10,647.72330499909
7,48,11,632.0462399999087
7,48,12,600.4032860000734
7,48,13,655.3668050000852
7,48,14,657.9114980013401
7,48,15,604.7724809995998
7,48,16,613.5124669999641
7,48,17,634.0750849994947
7,48,18,648.7463419998676
7,48,19,596.8502970008558
7,48,20,595.5206759990688
7,48,21,632.4008880001202
7,48,22,646.6157930008194
7,48,23,643.3181579996017
7,48,24,602.3644939996302
7,48,25,584.632824999062
7,48,26,636.8666620001022
7,48,27,642.7278169994679
7,48,28,659.4856680003431
7,48,29,585.5130330000975
7,48,30,645.8925229999295
7,48,31,644.4286170008127
7,48,32,601.0082960001455
7,48,33,595.3451229997881
7,48,34,649.3953040007909
7,48,35,667.5185130006867
7,48,36,594.2325989999517
7,48,37,623.5599669998919
7,48,38,627.3566989984829
7,48,39,660.032310999668
7,48,40,637.2683469999174
7,48,41,595.533362000424
7,48,42,620.5618320000212
7,48,43,635.141732998818
7,48,44,647.5254469987703
7,48,45,645.8937499992317
7,48,46,587.0331950009131
7,48,47,606.3404209999135
7,48,48,631.7099269999744
7,48,49,649.2986630000814
7,48,50,608.3746819986118
7,48,51,585.1382719993126
7,48,52,640.4825240006176
7,48,53,653.2828700001119
7,48,54,585.0522609998734
7,48,55,589.8745019985654
7,48,56,652.3865559993283
7,48,57,620.4015280000021
7,48,58,586.7262960000517
7,48,59,609.4681150007091
7,48,60,611.2663679996331
7,48,61,602.8446000000258
7,48,62,605.2724870005477
7,48,63,597.9127530008554
7,48,64,597.9854150009487
7,48,65,652.7618079999229
7,48,66,644.6619469988946
7,48,67,639.800044000367
7,48,68,591.4106740001444
7,48,69,615.1166529998591
7,48,70,646.9061779989715
7,48,71,631.7698790007853
7,48,72,601.5370630011603
7,48,73,597.125809001227
7,48,74,639.3213360006484
7,48,75,635.8067540004413
7,48,76,576.1061230004998
7,48,77,597.5270290000481
7,48,78,635.0035039995419
7,48,79,648.5822249997
7,48,80,593.2035330006329
7,48,81,593.1999949989404
7,48,82,582.1707819995936
7,48,83,642.5956940001925
7,48,84,660.2722340012406
7,48,85,625.7305590006581
7,48,86,589.1639069996017
7,48,87,649.4595010008197
7,48,88,647.4158159999206
7,48,89,633.7089500011643
7,48,90,585.4074700000638
7,48,91,628.5636379998323
7,48,92,640.0717929991515
7,48,93,641.2626849996741
7,48,94,595.2905360009026
7,48,95,593.6582539998199
7,48,96,650.8011480000278
7,48,97,652.2767749993363
7,48,98,613.1835239993961
7,48,99,607.4591340002371
7,48,100,653.3716550002282
8,49,1,641.8924419995164
8,49,2,1077.4636689984618
8,49,3,1034.6204220004438
8,49,4,673.1240300014179
8,49,5,608.522748998439
8,49,6,613.9630819998274
8,49,7,1366.9459379998443
8,49,8,873.3792309994897
8,49,9,638.1933850007044
8,49,10,601.1769859997003
8,49,11,666.2903200012806
8,49,12,653.3113649984443
8,49,13,613.8964099991426
8,49,14,593.6941579984705
8,49,15,680.0777219996235
8,49,16,756.4285799999197
8,49,17,701.7408890005754
8,49,18,692.2704339995107
8,49,19,587.5866480000695
8,49,20,674.0954010001587
8,49,21,711.5427879998606
8,49,22,1022.4745720006467
8,49,23,703.58245999887
8,49,24,678.8930860002438
8,49,25,666.5751789987553
8,49,26,640.478281000469
8,49,27,624.0162359990791
8,49,28,658.0899969994789
8,49,29,663.6490960008814
8,49,30,616.8515389999811
8,49,31,603.9788640009647
8,49,32,652.8734469993651
8,49,33,680.2597980004066
8,49,34,619.9149359999865
8,49,35,619.0650070002448
8,49,36,733.8922750004713
8,49,37,786.1069520004094
8,49,38,774.7549079995224
8,49,39,723.2947370011971
8,49,40,874.1901450011937
8,49,41,665.037819000645
8,49,42,860.584571999425
8,49,43,788.780703998782
8,49,44,685.4447550012992
8,49,45,659.3691689995467
8,49,46,645.3821619998052
8,49,47,606.6986119985813
8,49,48,662.3273239983973
8,49,49,760.4721730003803
8,49,50,901.3680320003914
8,49,51,602.6139090008655
8,49,52,598.7774950008315
8,49,53,648.6821250000503
8,49,54,956.5054190006776
8,49,55,652.3012840007141
8,49,56,747.9055080002581
8,49,57,881.0976719996688
8,49,58,965.7151760002307
8,49,59,843.8612070003728
8,49,60,680.4388719992858
8,49,61,1120.0591279994114
8,49,62,887.9823539991776
8,49,63,716.0937730004662
8,49,64,831.705538001188
8,49,65,782.5881499993557
8,49,66,746.42002300061
8,49,67,646.9375999986369
8,49,68,730.4973950012936
8,49,69,739.8686699998507
8,49,70,640.5860559989378
8,49,71,614.9931499985541
8,49,72,721.4560140000685
8,49,73,655.8128609995038
8,49,74,665.6849110004259
8,49,75,611.0564859991428
8,49,76,658.81344599984
8,49,77,649.1529909999372
8,49,78,681.3706220000313
8,49,79,699.6799299995473
8,49,80,635.7849180003541
8,49,81,635.235243000352
8,49,82,690.056645000368
8,49,83,745.5522299987933
8,49,84,699.2258649988798
8,49,85,864.0693910001573
8,49,86,866.4695930001471
8,49,87,945.6461079989822
8,49,88,702.3375610006042
8,49,89,699.4152409988601
8,49,90,934.8620509990724
8,49,91,810.8635869994032
8,49,92,623.3271099990816
8,49,93,810.371055998985
8,49,94,788.8776090003375
8,49,95,781.3015859992447
8,49,96,868.5332280001603
8,49,97,635.3119800005516
8,49,98,635.7390289995237
8,49,99,651.5889349993813
8,49,100,623.2303830001911
9,50,1,684.0865140002279
9,50,2,888.2633150005859
9,50,3,747.1137709999311
9,50,4,866.9118660000095
9,50,5,837.5353510000423
9,50,6,755.0201699996251
9,50,7,718.3745829988766
9,50,8,808.9144100013073
9,50,9,796.7002950008464
9,50,10,760.2598270004819
9,50,11,621.1554149995209
9,50,12,652.2050089988625
9,50,13,826.0443509989273
9,50,14,616.7094699994777
9,50,15,599.9636550004652
9,50,16,656.0909640011232
9,50,17,664.0292830015824
9,50,18,675.8751990000746
9,50,19,646.6775629996846
9,50,20,613.6651329998131
9,50,21,681.170244999521
9,50,22,650.0218990004214
9,50,23,667.451143001017
9,50,24,642.1129120008118
9,50,25,1257.337840001128
9,50,26,1410.789678000583
9,50,27,1061.9414760003565
9,50,28,815.4482579993783
9,50,29,793.3626030007872
9,50,30,670.4648889990494
9,50,31,615.4659100011486
9,50,32,638.7642199988477
9,50,33,696.8790519986214
9,50,34,647.7911490001134
9,50,35,661.9800480002596
9,50,36,646.3692580000497
9,50,37,676.7743569998856
9,50,38,719.6827600000688
9,50,39,644.274291000329
9,50,40,594.906455000455
9,50,41,653.8138320011058
9,50,42,803.086779998921
9,50,43,781.1788649996743
9,50,44,668.7211899989052
9,50,45,612.8875619997416
9,50,46,869.7406249993946
9,50,47,690.0097020006797
9,50,48,702.4202559987316
9,50,49,628.950905000238
9,50,50,662.0551389987668
9,50,51,654.0716580002481
9,50,52,654.0807159999531
9,50,53,611.6316600000573
9,50,54,616.0389939996094
9,50,55,639.5885279998765
9,50,56,639.1302930005622
9,50,57,623.4549960008735
9,50,58,604.205470001034
9,50,59,667.1259949998785
9,50,60,641.8220899995504
9,50,61,643.4742100009316
9,50,62,599.8410200008948
9,50,63,798.0796870015183
9,50,64,582.1959149998293
9,50,65,761.1040420015343
9,50,66,614.1824579990498
9,50,67,553.4670439992624
9,50,68,617.228047000026
9,50,69,554.7455920004722
9,50,70,615.7654199996614
9,50,71,969.0199060005398
9,50,72,626.2973220000276
9,50,73,538.302664001094
9,50,74,521.852347001186
9,50,75,538.9043240011233
9,50,76,526.8707779996475
9,50,77,554.0994719995069
9,50,78,563.7955790007254
9,50,79,549.249312000029
9,50,80,554.0619470011734
9,50,81,539.3378219996521
9,50,82,531.3624030004576
9,50,83,516.7551829999866
9,50,84,526.764350999656
9,50,85,535.2023919986095
9,50,86,608.7394319984014
9,50,87,582.458917000622
9,50,88,641.2791919992742
9,50,89,552.0701799996459
9,50,90,511.6563940009655
9,50,91,523.026328000924
9,50,92,556.7813060006301
9,50,93,558.8804990002245
9,50,94,549.6377959989331
9,50,95,588.5382819997176
9,50,96,535.8313939996151
9,50,97,547.4963460001163
9,50,98,508.7640459987597
9,50,99,544.8367819990381
9,50,100,561.2545260009938
10,51,1,496.5410559998418
10,51,2,512.4815210001543
10,51,3,511.3331450011174
10,51,4,517.4948570002016
10,51,5,505.9969639987685
10,51,6,527.920329999688
10,51,7,536.7622220001067
10,51,8,555.5408029995306
10,51,9,567.0260449987836
10,51,10,571.8916339992575
10,51,11,557.6648379992548
10,51,12,562.3453030002565
10,51,13,539.7527850000188
10,51,14,519.7113929989428
10,51,15,516.2362299997767
10,51,16,585.6692329998623
10,51,17,559.234935000859
10,51,18,572.9853709999588
10,51,19,596.5937839991966
10,51,20,520.5010589997983
10,51,21,513.0546380005399
10,51,22,516.6390649992536
10,51,23,561.236010000357
10,51,24,561.9514420013729
10,51,25,549.4232949986326
10,51,26,540.5840610001178
10,51,27,558.0984900007024
10,51,28,524.7540010004741
10,51,29,521.2655180002912
10,51,30,526.4396519996808
10,51,31,541.6553459999705
10,51,32,524.8433269989619
10,51,33,532.1426959999371
10,51,34,525.9172690002742
10,51,35,525.9120760001679
10,51,36,523.1153220011038
10,51,37,529.0499700004148
10,51,38,536.0477009999158
10,51,39,534.2342590010958
10,51,40,550.29925099916
10,51,41,511.4863110011356
10,51,42,526.2419000009686
10,51,43,516.0986210012197
10,51,44,520.4183940004441
10,51,45,521.6166390000581
10,51,46,548.1918400000723
10,51,47,567.179212001065
10,51,48,552.3163300003944
10,51,49,587.81602199997
10,51,50,562.3880259990983
10,51,51,568.4917250000581
10,51,52,543.2618989998446
10,51,53,541.1826580002526
10,51,54,548.9855680007167
10,51,55,545.1313729990943
10,51,56,547.1554129999276
10,51,57,615.3928490002727
10,51,58,562.728965000133
10,51,59,514.3282290009665
10,51,60,553.8304700003209
10,51,61,557.5926320016151
10,51,62,539.1541899989534
10,51,63,549.9265800008288
10,51,64,549.9112979996426
10,51,65,569.3918260003556
10,51,66,558.9863649984181
10,51,67,564.9836759985192
10,51,68,547.2927859991614
10,51,69,562.10926499989
10,51,70,541.3545319988771
10,51,71,570.3324429996428
10,51,72,562.0416199999454
10,51,73,538.7435360007657
10,51,74,517.1050389999436
10,51,75,538.0298009986291
10,51,76,549.4796890016005
10,51,77,534.5199500006856
10,51,78,550.2726750000875
10,51,79,567.9267670002446
10,51,80,574.7574290016928
10,51,81,654.7261209998396
10,51,82,550.915502000862
10,51,83,612.3522320012853
10,51,84,558.241905999239
10,51,85,560.1877999997669
10,51,86,548.9207109985728
10,51,87,516.3684069993906
10,51,88,513.2664310003747
10,51,89,550.961274000656
10,51,90,544.1783530004614
10,51,91,545.7776999992348
10,51,92,552.2693610000715
10,51,93,546.7055860008259
10,51,94,544.3796950003161
10,51,95,512.2989379997307
10,51,96,523.0673040005058
10,51,97,555.1369629993133
10,51,98,588.8256159996672
10,51,99,577.0186400004604
10,51,100,564.556597999399
11,52,1,549.2870130001393
11,52,2,503.212233999875
11,52,3,506.0843360006402
11,52,4,505.38173299901246
11,52,5,496.5122940011497
11,52,6,507.7402409988281
11,52,7,547.3927429993637
11,52,8,561.0112680005841
11,52,9,547.7682999990066
11,52,10,555.8492510008364
11,52,11,555.9341520001908
11,52,12,563.0219430004217
11,52,13,538.233647999732
11,52,14,542.0509350005887
11,52,15,549.975985999481
11,52,16,558.0912460009131
11,52,17,533.3289860009245
11,52,18,551.2291109989746
11,52,19,662.2008790000109
11,52,20,540.4462630012858
11,52,21,534.5510980005201
11,52,22,559.2268019991025
11,52,23,568.1764769997244
11,52,24,577.898333000121
11,52,25,582.7907310012961
11,52,26,526.3813299989124
11,52,27,528.305187001024
11,52,28,524.9664599996322
11,52,29,551.469972000632
11,52,30,538.762965999922
11,52,31,563.1040719999874
11,52,32,578.89410000098
11,52,33,580.2168509999319
11,52,34,523.0325810007344
11,52,35,542.2283959997003
11,52,36,558.9372470003582
11,52,37,541.1630449998484
11,52,38,553.1296049994125
11,52,39,542.3766419989988
11,52,40,553.6613389995182
11,52,41,542.429072998857
11,52,42,548.5070070008078
11,52,43,515.7500719997188
11,52,44,547.0768209997914
11,52,45,538.692711999829
11,52,46,550.069799000994
11,52,47,533.7990179996268
11,52,48,605.3185319997283
11,52,49,546.5564940004697
11,52,50,536.3855699997657
11,52,51,559.0384349998203
11,52,52,546.024634000787
11,52,53,568.8977830013755
11,52,54,560.6588939990615
11,52,55,541.7990469995857
11,52,56,528.5117700004776
11,52,57,519.3355030005478
11,52,58,569.4669209988206
11,52,59,609.2141019998962
11,52,60,581.1237910002092
11,52,61,552.6738690005004
11,52,62,567.1322510006576
11,52,63,551.0513300014281
11,52,64,544.4426340000064
11,52,65,550.5769510000391
11,52,66,530.2148419996229
11,52,67,542.4636939987977
11,52,68,539.3078479992255
11,52,69,542.1907250001823
11,52,70,528.595587999007
11,52,71,529.1317520004668
11,52,72,555.7274150014564
11,52,73,551.1925549999432
11,52,74,559.5372580010007
11,52,75,590.4975310004374
11,52,76,543.9311760001146
11,52,77,530.6816289994458
11,52,78,518.3956199998647
11,52,79,587.7799330010021
11,52,80,580.3750779996335
11,52,81,567.3703030006436
11,52,82,532.0457849993545
11,52,83,556.4701070015872
